"Codice comune","Comune","Età","Sesso","Popolazione"
"017013","Bassano Bresciano","41","Totale","45"
"017013","Bassano Bresciano","41","Maschi","25"
"017013","Bassano Bresciano","41","Femmine","20"
"017013","Bassano Bresciano","42","Totale","48"
"017013","Bassano Bresciano","42","Maschi","23"
"017013","Bassano Bresciano","42","Femmine","25"
"017013","Bassano Bresciano","43","Totale","50"
"017013","Bassano Bresciano","43","Maschi","25"
"017013","Bassano Bresciano","43","Femmine","25"
"017013","Bassano Bresciano","44","Totale","38"
"017013","Bassano Bresciano","44","Maschi","24"
"017013","Bassano Bresciano","44","Femmine","14"
"017013","Bassano Bresciano","45","Totale","37"
"017013","Bassano Bresciano","45","Maschi","17"
"017013","Bassano Bresciano","45","Femmine","20"
"017013","Bassano Bresciano","46","Totale","44"
"017013","Bassano Bresciano","46","Maschi","32"
"017013","Bassano Bresciano","46","Femmine","12"
"017013","Bassano Bresciano","47","Totale","44"
"017013","Bassano Bresciano","47","Maschi","22"
"017013","Bassano Bresciano","47","Femmine","22"
"017013","Bassano Bresciano","48","Totale","37"
"017013","Bassano Bresciano","48","Maschi","22"
"017013","Bassano Bresciano","48","Femmine","15"
"017013","Bassano Bresciano","49","Totale","35"
"017013","Bassano Bresciano","49","Maschi","19"
"017013","Bassano Bresciano","49","Femmine","16"
"017013","Bassano Bresciano","50","Totale","41"
"017013","Bassano Bresciano","50","Maschi","22"
"017013","Bassano Bresciano","50","Femmine","19"
"017013","Bassano Bresciano","51","Totale","40"
"017013","Bassano Bresciano","51","Maschi","20"
"017013","Bassano Bresciano","51","Femmine","20"
"017013","Bassano Bresciano","52","Totale","29"
"017013","Bassano Bresciano","52","Maschi","18"
"017013","Bassano Bresciano","52","Femmine","11"
"017013","Bassano Bresciano","53","Totale","32"
"017013","Bassano Bresciano","53","Maschi","20"
"017013","Bassano Bresciano","53","Femmine","12"
"017013","Bassano Bresciano","54","Totale","33"
"017013","Bassano Bresciano","54","Maschi","19"
"017013","Bassano Bresciano","54","Femmine","14"
"017013","Bassano Bresciano","55","Totale","31"
"017013","Bassano Bresciano","55","Maschi","14"
"017013","Bassano Bresciano","55","Femmine","17"
"017013","Bassano Bresciano","56","Totale","31"
"017013","Bassano Bresciano","56","Maschi","17"
"017013","Bassano Bresciano","56","Femmine","14"
"017013","Bassano Bresciano","57","Totale","22"
"017013","Bassano Bresciano","57","Maschi","10"
"017013","Bassano Bresciano","57","Femmine","12"
"017013","Bassano Bresciano","58","Totale","22"
"017013","Bassano Bresciano","58","Maschi","8"
"017013","Bassano Bresciano","58","Femmine","14"
"017013","Bassano Bresciano","59","Totale","25"
"017013","Bassano Bresciano","59","Maschi","13"
"017013","Bassano Bresciano","59","Femmine","12"
"017013","Bassano Bresciano","60","Totale","24"
"017013","Bassano Bresciano","60","Maschi","14"
"017013","Bassano Bresciano","60","Femmine","10"
"017013","Bassano Bresciano","61","Totale","30"
"017013","Bassano Bresciano","61","Maschi","12"
"017013","Bassano Bresciano","61","Femmine","18"
"017013","Bassano Bresciano","62","Totale","24"
"017013","Bassano Bresciano","62","Maschi","12"
"017013","Bassano Bresciano","62","Femmine","12"
"017013","Bassano Bresciano","63","Totale","22"
"017013","Bassano Bresciano","63","Maschi","14"
"017013","Bassano Bresciano","63","Femmine","8"
"017013","Bassano Bresciano","64","Totale","19"
"017013","Bassano Bresciano","64","Maschi","10"
"017013","Bassano Bresciano","64","Femmine","9"
"017013","Bassano Bresciano","65","Totale","28"
"017013","Bassano Bresciano","65","Maschi","12"
"017013","Bassano Bresciano","65","Femmine","16"
"017013","Bassano Bresciano","66","Totale","24"
"017013","Bassano Bresciano","66","Maschi","12"
"017013","Bassano Bresciano","66","Femmine","12"
"017013","Bassano Bresciano","67","Totale","23"
"017013","Bassano Bresciano","67","Maschi","11"
"017013","Bassano Bresciano","67","Femmine","12"
"017013","Bassano Bresciano","68","Totale","14"
"017013","Bassano Bresciano","68","Maschi","6"
"017013","Bassano Bresciano","68","Femmine","8"
"017013","Bassano Bresciano","69","Totale","24"
"017013","Bassano Bresciano","69","Maschi","12"
"017013","Bassano Bresciano","69","Femmine","12"
"017013","Bassano Bresciano","70","Totale","13"
"017013","Bassano Bresciano","70","Maschi","8"
"017013","Bassano Bresciano","70","Femmine","5"
"017013","Bassano Bresciano","71","Totale","18"
"017013","Bassano Bresciano","71","Maschi","8"
"017013","Bassano Bresciano","71","Femmine","10"
"017013","Bassano Bresciano","72","Totale","13"
"017013","Bassano Bresciano","72","Maschi","5"
"017013","Bassano Bresciano","72","Femmine","8"
"017013","Bassano Bresciano","73","Totale","16"
"017013","Bassano Bresciano","73","Maschi","5"
"017013","Bassano Bresciano","73","Femmine","11"
"017013","Bassano Bresciano","74","Totale","19"
"017013","Bassano Bresciano","74","Maschi","9"
"017013","Bassano Bresciano","74","Femmine","10"
"017013","Bassano Bresciano","75","Totale","26"
"017013","Bassano Bresciano","75","Maschi","13"
"017013","Bassano Bresciano","75","Femmine","13"
"017013","Bassano Bresciano","76","Totale","14"
"017013","Bassano Bresciano","76","Maschi","9"
"017013","Bassano Bresciano","76","Femmine","5"
"017013","Bassano Bresciano","77","Totale","17"
"017013","Bassano Bresciano","77","Maschi","5"
"017013","Bassano Bresciano","77","Femmine","12"
"017013","Bassano Bresciano","78","Totale","19"
"017013","Bassano Bresciano","78","Maschi","6"
"017013","Bassano Bresciano","78","Femmine","13"
"017013","Bassano Bresciano","79","Totale","8"
"017013","Bassano Bresciano","79","Maschi","6"
"017013","Bassano Bresciano","79","Femmine","2"
"017013","Bassano Bresciano","80","Totale","9"
"017013","Bassano Bresciano","80","Maschi","5"
"017013","Bassano Bresciano","80","Femmine","4"
"017013","Bassano Bresciano","81","Totale","8"
"017013","Bassano Bresciano","81","Maschi","3"
"017013","Bassano Bresciano","81","Femmine","5"
"017013","Bassano Bresciano","82","Totale","10"
"017013","Bassano Bresciano","82","Maschi","2"
"017013","Bassano Bresciano","82","Femmine","8"
"017013","Bassano Bresciano","83","Totale","6"
"017013","Bassano Bresciano","83","Maschi","0"
"017013","Bassano Bresciano","83","Femmine","6"
"017013","Bassano Bresciano","84","Totale","7"
"017013","Bassano Bresciano","84","Maschi","3"
"017013","Bassano Bresciano","84","Femmine","4"
"017013","Bassano Bresciano","85","Totale","9"
"017013","Bassano Bresciano","85","Maschi","3"
"017013","Bassano Bresciano","85","Femmine","6"
"017013","Bassano Bresciano","86","Totale","7"
"017013","Bassano Bresciano","86","Maschi","3"
"017013","Bassano Bresciano","86","Femmine","4"
"017013","Bassano Bresciano","87","Totale","6"
"017013","Bassano Bresciano","87","Maschi","0"
"017013","Bassano Bresciano","87","Femmine","6"
"017013","Bassano Bresciano","88","Totale","5"
"017013","Bassano Bresciano","88","Maschi","0"
"017013","Bassano Bresciano","88","Femmine","5"
"017013","Bassano Bresciano","89","Totale","4"
"017013","Bassano Bresciano","89","Maschi","1"
"017013","Bassano Bresciano","89","Femmine","3"
"017013","Bassano Bresciano","90","Totale","7"
"017013","Bassano Bresciano","90","Maschi","1"
"017013","Bassano Bresciano","90","Femmine","6"
"017013","Bassano Bresciano","91","Totale","4"
"017013","Bassano Bresciano","91","Maschi","0"
"017013","Bassano Bresciano","91","Femmine","4"
"017013","Bassano Bresciano","92","Totale","5"
"017013","Bassano Bresciano","92","Maschi","3"
"017013","Bassano Bresciano","92","Femmine","2"
"017013","Bassano Bresciano","93","Totale","2"
"017013","Bassano Bresciano","93","Maschi","0"
"017013","Bassano Bresciano","93","Femmine","2"
"017013","Bassano Bresciano","94","Totale","1"
"017013","Bassano Bresciano","94","Maschi","0"
"017013","Bassano Bresciano","94","Femmine","1"
"017013","Bassano Bresciano","95","Totale","1"
"017013","Bassano Bresciano","95","Maschi","0"
"017013","Bassano Bresciano","95","Femmine","1"
"017013","Bassano Bresciano","96","Totale","0"
"017013","Bassano Bresciano","96","Maschi","0"
"017013","Bassano Bresciano","96","Femmine","0"
"017013","Bassano Bresciano","97","Totale","0"
"017013","Bassano Bresciano","97","Maschi","0"
"017013","Bassano Bresciano","97","Femmine","0"
"017013","Bassano Bresciano","98","Totale","0"
"017013","Bassano Bresciano","98","Maschi","0"
"017013","Bassano Bresciano","98","Femmine","0"
"017013","Bassano Bresciano","99","Totale","0"
"017013","Bassano Bresciano","99","Maschi","0"
"017013","Bassano Bresciano","99","Femmine","0"
"017013","Bassano Bresciano","100 e oltre","Totale","0"
"017013","Bassano Bresciano","100 e oltre","Maschi","0"
"017013","Bassano Bresciano","100 e oltre","Femmine","0"
"017014","Bedizzole","0","Totale","118"
"017014","Bedizzole","0","Maschi","61"
"017014","Bedizzole","0","Femmine","57"
"017014","Bedizzole","1","Totale","129"
"017014","Bedizzole","1","Maschi","66"
"017014","Bedizzole","1","Femmine","63"
"017014","Bedizzole","2","Totale","142"
"017014","Bedizzole","2","Maschi","74"
"017014","Bedizzole","2","Femmine","68"
"017014","Bedizzole","3","Totale","131"
"017014","Bedizzole","3","Maschi","62"
"017014","Bedizzole","3","Femmine","69"
"017014","Bedizzole","4","Totale","121"
"017014","Bedizzole","4","Maschi","67"
"017014","Bedizzole","4","Femmine","54"
"017014","Bedizzole","5","Totale","129"
"017014","Bedizzole","5","Maschi","69"
"017014","Bedizzole","5","Femmine","60"
"017014","Bedizzole","6","Totale","181"
"017014","Bedizzole","6","Maschi","82"
"017014","Bedizzole","6","Femmine","99"
"017014","Bedizzole","7","Totale","132"
"017014","Bedizzole","7","Maschi","74"
"017014","Bedizzole","7","Femmine","58"
"017014","Bedizzole","8","Totale","159"
"017014","Bedizzole","8","Maschi","74"
"017014","Bedizzole","8","Femmine","85"
"017014","Bedizzole","9","Totale","131"
"017014","Bedizzole","9","Maschi","76"
"017014","Bedizzole","9","Femmine","55"
"017014","Bedizzole","10","Totale","129"
"017014","Bedizzole","10","Maschi","58"
"017014","Bedizzole","10","Femmine","71"
"017014","Bedizzole","11","Totale","113"
"017014","Bedizzole","11","Maschi","53"
"017014","Bedizzole","11","Femmine","60"
"017014","Bedizzole","12","Totale","127"
"017014","Bedizzole","12","Maschi","59"
"017014","Bedizzole","12","Femmine","68"
"017014","Bedizzole","13","Totale","124"
"017014","Bedizzole","13","Maschi","58"
"017014","Bedizzole","13","Femmine","66"
"017014","Bedizzole","14","Totale","116"
"017014","Bedizzole","14","Maschi","68"
"017014","Bedizzole","14","Femmine","48"
"017014","Bedizzole","15","Totale","121"
"017014","Bedizzole","15","Maschi","51"
"017014","Bedizzole","15","Femmine","70"
"017014","Bedizzole","16","Totale","119"
"017014","Bedizzole","16","Maschi","61"
"017014","Bedizzole","16","Femmine","58"
"017014","Bedizzole","17","Totale","109"
"017014","Bedizzole","17","Maschi","56"
"017014","Bedizzole","17","Femmine","53"
"017014","Bedizzole","18","Totale","107"
"017014","Bedizzole","18","Maschi","65"
"017014","Bedizzole","18","Femmine","42"
"017014","Bedizzole","19","Totale","119"
"017014","Bedizzole","19","Maschi","55"
"017014","Bedizzole","19","Femmine","64"
"017014","Bedizzole","20","Totale","149"
"017014","Bedizzole","20","Maschi","72"
"017014","Bedizzole","20","Femmine","77"
"017014","Bedizzole","21","Totale","97"
"017014","Bedizzole","21","Maschi","49"
"017014","Bedizzole","21","Femmine","48"
"017014","Bedizzole","22","Totale","109"
"017014","Bedizzole","22","Maschi","55"
"017014","Bedizzole","22","Femmine","54"
"017014","Bedizzole","23","Totale","101"
"017014","Bedizzole","23","Maschi","52"
"017014","Bedizzole","23","Femmine","49"
"017014","Bedizzole","24","Totale","120"
"017014","Bedizzole","24","Maschi","58"
"017014","Bedizzole","24","Femmine","62"
"017014","Bedizzole","25","Totale","131"
"017014","Bedizzole","25","Maschi","62"
"017014","Bedizzole","25","Femmine","69"
"017014","Bedizzole","26","Totale","137"
"017014","Bedizzole","26","Maschi","75"
"017014","Bedizzole","26","Femmine","62"
"017014","Bedizzole","27","Totale","142"
"017014","Bedizzole","27","Maschi","79"
"017014","Bedizzole","27","Femmine","63"
"017014","Bedizzole","28","Totale","130"
"017014","Bedizzole","28","Maschi","64"
"017014","Bedizzole","28","Femmine","66"
"017014","Bedizzole","29","Totale","140"
"017014","Bedizzole","29","Maschi","68"
"017014","Bedizzole","29","Femmine","72"
"017014","Bedizzole","30","Totale","137"
"017014","Bedizzole","30","Maschi","59"
"017014","Bedizzole","30","Femmine","78"
"017014","Bedizzole","31","Totale","124"
"017014","Bedizzole","31","Maschi","68"
"017014","Bedizzole","31","Femmine","56"
"017014","Bedizzole","32","Totale","154"
"017014","Bedizzole","32","Maschi","76"
"017014","Bedizzole","32","Femmine","78"
"017014","Bedizzole","33","Totale","171"
"017014","Bedizzole","33","Maschi","85"
"017014","Bedizzole","33","Femmine","86"
"017014","Bedizzole","34","Totale","162"
"017014","Bedizzole","34","Maschi","82"
"017014","Bedizzole","34","Femmine","80"
"017014","Bedizzole","35","Totale","167"
"017014","Bedizzole","35","Maschi","91"
"017014","Bedizzole","35","Femmine","76"
"017014","Bedizzole","36","Totale","190"
"017014","Bedizzole","36","Maschi","85"
"017014","Bedizzole","36","Femmine","105"
"017014","Bedizzole","37","Totale","201"
"017014","Bedizzole","37","Maschi","91"
"017014","Bedizzole","37","Femmine","110"
"017014","Bedizzole","38","Totale","204"
"017014","Bedizzole","38","Maschi","109"
"017014","Bedizzole","38","Femmine","95"
"017014","Bedizzole","39","Totale","222"
"017014","Bedizzole","39","Maschi","111"
"017014","Bedizzole","39","Femmine","111"
"017014","Bedizzole","40","Totale","217"
"017014","Bedizzole","40","Maschi","117"
"017014","Bedizzole","40","Femmine","100"
"017014","Bedizzole","41","Totale","232"
"017014","Bedizzole","41","Maschi","114"
"017014","Bedizzole","41","Femmine","118"
"017014","Bedizzole","42","Totale","238"
"017014","Bedizzole","42","Maschi","122"
"017014","Bedizzole","42","Femmine","116"
"017014","Bedizzole","43","Totale","213"
"017014","Bedizzole","43","Maschi","112"
"017014","Bedizzole","43","Femmine","101"
"017014","Bedizzole","44","Totale","210"
"017014","Bedizzole","44","Maschi","112"
"017014","Bedizzole","44","Femmine","98"
"017014","Bedizzole","45","Totale","202"
"017014","Bedizzole","45","Maschi","93"
"017014","Bedizzole","45","Femmine","109"
"017014","Bedizzole","46","Totale","216"
"017014","Bedizzole","46","Maschi","117"
"017014","Bedizzole","46","Femmine","99"
"017014","Bedizzole","47","Totale","213"
"017014","Bedizzole","47","Maschi","104"
"017014","Bedizzole","47","Femmine","109"
"017014","Bedizzole","48","Totale","211"
"017014","Bedizzole","48","Maschi","100"
"017014","Bedizzole","48","Femmine","111"
"017014","Bedizzole","49","Totale","204"
"017014","Bedizzole","49","Maschi","111"
"017014","Bedizzole","49","Femmine","93"
"017014","Bedizzole","50","Totale","193"
"017014","Bedizzole","50","Maschi","88"
"017014","Bedizzole","50","Femmine","105"
"017014","Bedizzole","51","Totale","203"
"017014","Bedizzole","51","Maschi","107"
"017014","Bedizzole","51","Femmine","96"
"017014","Bedizzole","52","Totale","198"
"017014","Bedizzole","52","Maschi","98"
"017014","Bedizzole","52","Femmine","100"
"017014","Bedizzole","53","Totale","203"
"017014","Bedizzole","53","Maschi","112"
"017014","Bedizzole","53","Femmine","91"
"017014","Bedizzole","54","Totale","162"
"017014","Bedizzole","54","Maschi","81"
"017014","Bedizzole","54","Femmine","81"
"017014","Bedizzole","55","Totale","173"
"017014","Bedizzole","55","Maschi","94"
"017014","Bedizzole","55","Femmine","79"
"017014","Bedizzole","56","Totale","152"
"017014","Bedizzole","56","Maschi","76"
"017014","Bedizzole","56","Femmine","76"
"017014","Bedizzole","57","Totale","128"
"017014","Bedizzole","57","Maschi","58"
"017014","Bedizzole","57","Femmine","70"
"017014","Bedizzole","58","Totale","138"
"017014","Bedizzole","58","Maschi","64"
"017014","Bedizzole","58","Femmine","74"
"017014","Bedizzole","59","Totale","134"
"017014","Bedizzole","59","Maschi","71"
"017014","Bedizzole","59","Femmine","63"
"017014","Bedizzole","60","Totale","130"
"017014","Bedizzole","60","Maschi","70"
"017014","Bedizzole","60","Femmine","60"
"017014","Bedizzole","61","Totale","124"
"017014","Bedizzole","61","Maschi","64"
"017014","Bedizzole","61","Femmine","60"
"017014","Bedizzole","62","Totale","120"
"017014","Bedizzole","62","Maschi","62"
"017014","Bedizzole","62","Femmine","58"
"017014","Bedizzole","63","Totale","139"
"017014","Bedizzole","63","Maschi","70"
"017014","Bedizzole","63","Femmine","69"
"017014","Bedizzole","64","Totale","120"
"017014","Bedizzole","64","Maschi","50"
"017014","Bedizzole","64","Femmine","70"
"017014","Bedizzole","65","Totale","126"
"017014","Bedizzole","65","Maschi","65"
"017014","Bedizzole","65","Femmine","61"
"017014","Bedizzole","66","Totale","120"
"017014","Bedizzole","66","Maschi","62"
"017014","Bedizzole","66","Femmine","58"
"017014","Bedizzole","67","Totale","136"
"017014","Bedizzole","67","Maschi","67"
"017014","Bedizzole","67","Femmine","69"
"017014","Bedizzole","68","Totale","114"
"017014","Bedizzole","68","Maschi","54"
"017014","Bedizzole","68","Femmine","60"
"017014","Bedizzole","69","Totale","126"
"017014","Bedizzole","69","Maschi","74"
"017014","Bedizzole","69","Femmine","52"
"017014","Bedizzole","70","Totale","78"
"017014","Bedizzole","70","Maschi","35"
"017014","Bedizzole","70","Femmine","43"
"017014","Bedizzole","71","Totale","108"
"017014","Bedizzole","71","Maschi","55"
"017014","Bedizzole","71","Femmine","53"
"017014","Bedizzole","72","Totale","96"
"017014","Bedizzole","72","Maschi","42"
"017014","Bedizzole","72","Femmine","54"
"017014","Bedizzole","73","Totale","87"
"017014","Bedizzole","73","Maschi","41"
"017014","Bedizzole","73","Femmine","46"
"017014","Bedizzole","74","Totale","113"
"017014","Bedizzole","74","Maschi","52"
"017014","Bedizzole","74","Femmine","61"
"017014","Bedizzole","75","Totale","92"
"017014","Bedizzole","75","Maschi","48"
"017014","Bedizzole","75","Femmine","44"
"017014","Bedizzole","76","Totale","102"
"017014","Bedizzole","76","Maschi","53"
"017014","Bedizzole","76","Femmine","49"
"017014","Bedizzole","77","Totale","87"
"017014","Bedizzole","77","Maschi","35"
"017014","Bedizzole","77","Femmine","52"
"017014","Bedizzole","78","Totale","87"
"017014","Bedizzole","78","Maschi","31"
"017014","Bedizzole","78","Femmine","56"
"017014","Bedizzole","79","Totale","64"
"017014","Bedizzole","79","Maschi","30"
"017014","Bedizzole","79","Femmine","34"
"017014","Bedizzole","80","Totale","84"
"017014","Bedizzole","80","Maschi","36"
"017014","Bedizzole","80","Femmine","48"
"017014","Bedizzole","81","Totale","63"
"017014","Bedizzole","81","Maschi","27"
"017014","Bedizzole","81","Femmine","36"
"017014","Bedizzole","82","Totale","60"
"017014","Bedizzole","82","Maschi","22"
"017014","Bedizzole","82","Femmine","38"
"017014","Bedizzole","83","Totale","60"
"017014","Bedizzole","83","Maschi","17"
"017014","Bedizzole","83","Femmine","43"
"017014","Bedizzole","84","Totale","60"
"017014","Bedizzole","84","Maschi","21"
"017014","Bedizzole","84","Femmine","39"
"017014","Bedizzole","85","Totale","53"
"017014","Bedizzole","85","Maschi","20"
"017014","Bedizzole","85","Femmine","33"
"017014","Bedizzole","86","Totale","32"
"017014","Bedizzole","86","Maschi","12"
"017014","Bedizzole","86","Femmine","20"
"017014","Bedizzole","87","Totale","34"
"017014","Bedizzole","87","Maschi","6"
"017014","Bedizzole","87","Femmine","28"
"017014","Bedizzole","88","Totale","28"
"017014","Bedizzole","88","Maschi","7"
"017014","Bedizzole","88","Femmine","21"
"017014","Bedizzole","89","Totale","31"
"017014","Bedizzole","89","Maschi","10"
"017014","Bedizzole","89","Femmine","21"
"017014","Bedizzole","90","Totale","21"
"017014","Bedizzole","90","Maschi","4"
"017014","Bedizzole","90","Femmine","17"
"017014","Bedizzole","91","Totale","24"
"017014","Bedizzole","91","Maschi","9"
"017014","Bedizzole","91","Femmine","15"
"017014","Bedizzole","92","Totale","25"
"017014","Bedizzole","92","Maschi","10"
"017014","Bedizzole","92","Femmine","15"
"017014","Bedizzole","93","Totale","12"
"017014","Bedizzole","93","Maschi","2"
"017014","Bedizzole","93","Femmine","10"
"017014","Bedizzole","94","Totale","10"
"017014","Bedizzole","94","Maschi","1"
"017014","Bedizzole","94","Femmine","9"
"017014","Bedizzole","95","Totale","14"
"017014","Bedizzole","95","Maschi","3"
"017014","Bedizzole","95","Femmine","11"
"017014","Bedizzole","96","Totale","2"
"017014","Bedizzole","96","Maschi","0"
"017014","Bedizzole","96","Femmine","2"
"017014","Bedizzole","97","Totale","4"
"017014","Bedizzole","97","Maschi","0"
"017014","Bedizzole","97","Femmine","4"
"017014","Bedizzole","98","Totale","3"
"017014","Bedizzole","98","Maschi","0"
"017014","Bedizzole","98","Femmine","3"
"017014","Bedizzole","99","Totale","4"
"017014","Bedizzole","99","Maschi","1"
"017014","Bedizzole","99","Femmine","3"
"017014","Bedizzole","100 e oltre","Totale","1"
"017014","Bedizzole","100 e oltre","Maschi","0"
"017014","Bedizzole","100 e oltre","Femmine","1"
"017015","Berlingo","0","Totale","27"
"017015","Berlingo","0","Maschi","13"
"017015","Berlingo","0","Femmine","14"
"017015","Berlingo","1","Totale","33"
"017015","Berlingo","1","Maschi","12"
"017015","Berlingo","1","Femmine","21"
"017015","Berlingo","2","Totale","27"
"017015","Berlingo","2","Maschi","9"
"017015","Berlingo","2","Femmine","18"
"017015","Berlingo","3","Totale","30"
"017015","Berlingo","3","Maschi","17"
"017015","Berlingo","3","Femmine","13"
"017015","Berlingo","4","Totale","29"
"017015","Berlingo","4","Maschi","12"
"017015","Berlingo","4","Femmine","17"
"017015","Berlingo","5","Totale","34"
"017015","Berlingo","5","Maschi","18"
"017015","Berlingo","5","Femmine","16"
"017015","Berlingo","6","Totale","36"
"017015","Berlingo","6","Maschi","16"
"017015","Berlingo","6","Femmine","20"
"017015","Berlingo","7","Totale","47"
"017015","Berlingo","7","Maschi","26"
"017015","Berlingo","7","Femmine","21"
"017015","Berlingo","8","Totale","29"
"017015","Berlingo","8","Maschi","14"
"017015","Berlingo","8","Femmine","15"
"017015","Berlingo","9","Totale","30"
"017015","Berlingo","9","Maschi","17"
"017015","Berlingo","9","Femmine","13"
"017015","Berlingo","10","Totale","36"
"017015","Berlingo","10","Maschi","22"
"017015","Berlingo","10","Femmine","14"
"017015","Berlingo","11","Totale","39"
"017015","Berlingo","11","Maschi","20"
"017015","Berlingo","11","Femmine","19"
"017015","Berlingo","12","Totale","31"
"017015","Berlingo","12","Maschi","14"
"017015","Berlingo","12","Femmine","17"
"017015","Berlingo","13","Totale","27"
"017015","Berlingo","13","Maschi","16"
"017015","Berlingo","13","Femmine","11"
"017015","Berlingo","14","Totale","26"
"017015","Berlingo","14","Maschi","11"
"017015","Berlingo","14","Femmine","15"
"017015","Berlingo","15","Totale","36"
"017015","Berlingo","15","Maschi","24"
"017015","Berlingo","15","Femmine","12"
"017015","Berlingo","16","Totale","19"
"017015","Berlingo","16","Maschi","9"
"017015","Berlingo","16","Femmine","10"
"017015","Berlingo","17","Totale","29"
"017015","Berlingo","17","Maschi","14"
"017015","Berlingo","17","Femmine","15"
"017015","Berlingo","18","Totale","24"
"017015","Berlingo","18","Maschi","8"
"017015","Berlingo","18","Femmine","16"
"017015","Berlingo","19","Totale","27"
"017015","Berlingo","19","Maschi","15"
"017015","Berlingo","19","Femmine","12"
"017015","Berlingo","20","Totale","26"
"017015","Berlingo","20","Maschi","18"
"017015","Berlingo","20","Femmine","8"
"017015","Berlingo","21","Totale","27"
"017015","Berlingo","21","Maschi","18"
"017015","Berlingo","21","Femmine","9"
"017015","Berlingo","22","Totale","21"
"017015","Berlingo","22","Maschi","8"
"017015","Berlingo","22","Femmine","13"
"017015","Berlingo","23","Totale","24"
"017015","Berlingo","23","Maschi","6"
"017015","Berlingo","23","Femmine","18"
"017015","Berlingo","24","Totale","16"
"017015","Berlingo","24","Maschi","9"
"017015","Berlingo","24","Femmine","7"
"017015","Berlingo","25","Totale","29"
"017015","Berlingo","25","Maschi","18"
"017015","Berlingo","25","Femmine","11"
"017015","Berlingo","26","Totale","34"
"017015","Berlingo","26","Maschi","22"
"017015","Berlingo","26","Femmine","12"
"017015","Berlingo","27","Totale","21"
"017015","Berlingo","27","Maschi","8"
"017015","Berlingo","27","Femmine","13"
"017015","Berlingo","28","Totale","26"
"017015","Berlingo","28","Maschi","12"
"017015","Berlingo","28","Femmine","14"
"017015","Berlingo","29","Totale","39"
"017015","Berlingo","29","Maschi","21"
"017015","Berlingo","29","Femmine","18"
"017015","Berlingo","30","Totale","24"
"017015","Berlingo","30","Maschi","12"
"017015","Berlingo","30","Femmine","12"
"017015","Berlingo","31","Totale","36"
"017015","Berlingo","31","Maschi","16"
"017015","Berlingo","31","Femmine","20"
"017015","Berlingo","32","Totale","35"
"017015","Berlingo","32","Maschi","18"
"017015","Berlingo","32","Femmine","17"
"017015","Berlingo","33","Totale","39"
"017015","Berlingo","33","Maschi","24"
"017015","Berlingo","33","Femmine","15"
"017015","Berlingo","34","Totale","36"
"017015","Berlingo","34","Maschi","19"
"017015","Berlingo","34","Femmine","17"
"017015","Berlingo","35","Totale","50"
"017015","Berlingo","35","Maschi","25"
"017015","Berlingo","35","Femmine","25"
"017015","Berlingo","36","Totale","57"
"017015","Berlingo","36","Maschi","25"
"017015","Berlingo","36","Femmine","32"
"017015","Berlingo","37","Totale","41"
"017015","Berlingo","37","Maschi","23"
"017015","Berlingo","37","Femmine","18"
"017015","Berlingo","38","Totale","55"
"017015","Berlingo","38","Maschi","30"
"017015","Berlingo","38","Femmine","25"
"017015","Berlingo","39","Totale","51"
"017015","Berlingo","39","Maschi","30"
"017015","Berlingo","39","Femmine","21"
"017015","Berlingo","40","Totale","54"
"017015","Berlingo","40","Maschi","26"
"017015","Berlingo","40","Femmine","28"
"017015","Berlingo","41","Totale","61"
"017015","Berlingo","41","Maschi","32"
"017015","Berlingo","41","Femmine","29"
"017015","Berlingo","42","Totale","51"
"017015","Berlingo","42","Maschi","26"
"017015","Berlingo","42","Femmine","25"
"017015","Berlingo","43","Totale","65"
"017015","Berlingo","43","Maschi","32"
"017015","Berlingo","43","Femmine","33"
"017015","Berlingo","44","Totale","43"
"017015","Berlingo","44","Maschi","24"
"017015","Berlingo","44","Femmine","19"
"017015","Berlingo","45","Totale","44"
"017015","Berlingo","45","Maschi","25"
"017015","Berlingo","45","Femmine","19"
"017015","Berlingo","46","Totale","46"
"017015","Berlingo","46","Maschi","27"
"017015","Berlingo","46","Femmine","19"
"017015","Berlingo","47","Totale","55"
"017015","Berlingo","47","Maschi","30"
"017015","Berlingo","47","Femmine","25"
"017015","Berlingo","48","Totale","31"
"017015","Berlingo","48","Maschi","19"
"017015","Berlingo","48","Femmine","12"
"017015","Berlingo","49","Totale","39"
"017015","Berlingo","49","Maschi","23"
"017015","Berlingo","49","Femmine","16"
"017015","Berlingo","50","Totale","47"
"017015","Berlingo","50","Maschi","22"
"017015","Berlingo","50","Femmine","25"
"017015","Berlingo","51","Totale","39"
"017015","Berlingo","51","Maschi","23"
"017015","Berlingo","51","Femmine","16"
"017015","Berlingo","52","Totale","34"
"017015","Berlingo","52","Maschi","16"
"017015","Berlingo","52","Femmine","18"
"017015","Berlingo","53","Totale","35"
"017015","Berlingo","53","Maschi","17"
"017015","Berlingo","53","Femmine","18"
"017015","Berlingo","54","Totale","31"
"017015","Berlingo","54","Maschi","14"
"017015","Berlingo","54","Femmine","17"
"017015","Berlingo","55","Totale","35"
"017015","Berlingo","55","Maschi","19"
"017015","Berlingo","55","Femmine","16"
"017015","Berlingo","56","Totale","28"
"017015","Berlingo","56","Maschi","16"
"017015","Berlingo","56","Femmine","12"
"017015","Berlingo","57","Totale","27"
"017015","Berlingo","57","Maschi","13"
"017015","Berlingo","57","Femmine","14"
