Area;n_municipalities;mean_index_median;median_index_median;min_index_median;max_index_median;mean_avg_stdeff;median_avg_stdeff;min_avg_stdeff;max_avg_stdeff
Agricultural;21;-0.09487646614568257;-0.091189270559191;-0.2008683181760294;0.0457359595998204;-5.695331243288531e-05;-5.947407521191253e-05;-0.0001092045482351;2.9017825616021e-05
Industrial;16;0.0257142635525663;-0.014643729846886451;-0.1325707814795334;0.2278019526132611;1.4503687940679833e-05;-1.8697921000411604e-05;-6.442385360577751e-05;0.000117362516002
