WeekStart;Year;Week;Area;Population;Respiratory_rate_per_10000;Cardiocirculatory_rate_per_10000;NO2_population_weighted_mean;PM25_population_weighted_mean;TimeLabel;NO2_population_weighted_mean_lag0;NO2_population_weighted_mean_lag0_WeekStart;PM25_population_weighted_mean_lag0;PM25_population_weighted_mean_lag0_WeekStart;NO2_population_weighted_mean_lag1;NO2_population_weighted_mean_lag1_WeekStart;PM25_population_weighted_mean_lag1;PM25_population_weighted_mean_lag1_WeekStart;NO2_population_weighted_mean_lag2;NO2_population_weighted_mean_lag2_WeekStart;PM25_population_weighted_mean_lag2;PM25_population_weighted_mean_lag2_WeekStart;NO2_population_weighted_mean_lag3;NO2_population_weighted_mean_lag3_WeekStart;PM25_population_weighted_mean_lag3;PM25_population_weighted_mean_lag3_WeekStart;NO2_population_weighted_mean_lag4;NO2_population_weighted_mean_lag4_WeekStart;PM25_population_weighted_mean_lag4;PM25_population_weighted_mean_lag4_WeekStart
2016-04-11;2016;15;Agricultural;60892;0.6569007422978388;2.627602969191355;14.334680865255146;17.462640120392024;2016-04-11;14.334680865255146;2016-04-11;17.462640120392024;2016-04-11;15.853846875351733;2016-04-04;32.66619977238904;2016-04-04;19.806242626613805;2016-03-28;26.273016428842393;2016-03-28;19.614388264278833;2016-03-21;32.59559660334413;2016-03-21;23.682476665707863;2016-03-14;29.278333604298762;2016-03-14
2016-04-11;2016;15;Industrial;338383;1.4185109772063016;3.2212020107393102;27.55344776778818;14.17876993923302;2016-04-11;27.55344776778818;2016-04-11;14.17876993923302;2016-04-11;28.675813114815107;2016-04-04;34.13283143491511;2016-04-04;32.170234911134294;2016-03-28;26.807462616169307;2016-03-28;31.536862055968975;2016-03-21;27.668294850752435;2016-03-21;37.178625064313124;2016-03-14;26.2771329997633;2016-03-14
2016-04-18;2016;16;Agricultural;60892;1.4780266701701372;2.299152598042436;14.160844244902723;17.16559531104747;2016-04-18;14.160844244902723;2016-04-18;17.16559531104747;2016-04-18;14.334680865255146;2016-04-11;17.462640120392024;2016-04-11;15.853846875351733;2016-04-04;32.66619977238904;2016-04-04;19.806242626613805;2016-03-28;26.273016428842393;2016-03-28;19.614388264278833;2016-03-21;32.59559660334413;2016-03-21
2016-04-18;2016;16;Industrial;338383;1.1820924810052513;3.398515882890098;27.612169536543053;17.522421211280683;2016-04-18;27.612169536543053;2016-04-18;17.522421211280683;2016-04-18;27.55344776778818;2016-04-11;14.17876993923302;2016-04-11;28.675813114815107;2016-04-04;34.13283143491511;2016-04-04;32.170234911134294;2016-03-28;26.807462616169307;2016-03-28;31.536862055968975;2016-03-21;27.668294850752435;2016-03-21
2016-04-25;2016;17;Agricultural;60892;0.6569007422978388;2.627602969191355;12.62847950876052;14.527573858922892;2016-04-25;12.62847950876052;2016-04-25;14.527573858922892;2016-04-25;14.160844244902723;2016-04-18;17.16559531104747;2016-04-18;14.334680865255146;2016-04-11;17.462640120392024;2016-04-11;15.853846875351733;2016-04-04;32.66619977238904;2016-04-04;19.806242626613805;2016-03-28;26.273016428842393;2016-03-28
2016-04-25;2016;17;Industrial;338383;1.0934355449298576;3.1325450746639163;25.801165490170966;14.134339034141236;2016-04-25;25.801165490170966;2016-04-25;14.134339034141236;2016-04-25;27.612169536543053;2016-04-18;17.522421211280683;2016-04-18;27.55344776778818;2016-04-11;14.17876993923302;2016-04-11;28.675813114815107;2016-04-04;34.13283143491511;2016-04-04;32.170234911134294;2016-03-28;26.807462616169307;2016-03-28
2016-05-02;2016;18;Agricultural;60892;1.4780266701701372;3.1202785259147343;15.24444291592151;14.446471821679735;2016-05-02;15.24444291592151;2016-05-02;14.446471821679735;2016-05-02;12.62847950876052;2016-04-25;14.527573858922892;2016-04-25;14.160844244902723;2016-04-18;17.16559531104747;2016-04-18;14.334680865255146;2016-04-11;17.462640120392024;2016-04-11;15.853846875351733;2016-04-04;32.66619977238904;2016-04-04
2016-05-02;2016;18;Industrial;338383;1.2116447930303829;4.225980619593774;28.491160120105985;13.372018716039532;2016-05-02;28.491160120105985;2016-05-02;13.372018716039532;2016-05-02;25.801165490170966;2016-04-25;14.134339034141236;2016-04-25;27.612169536543053;2016-04-18;17.522421211280683;2016-04-18;27.55344776778818;2016-04-11;14.17876993923302;2016-04-11;28.675813114815107;2016-04-04;34.13283143491511;2016-04-04
2016-05-09;2016;19;Agricultural;60892;1.4780266701701372;2.9560533403402744;15.025761308637962;19.30416077837946;2016-05-09;15.025761308637962;2016-05-09;19.30416077837946;2016-05-09;15.24444291592151;2016-05-02;14.446471821679735;2016-05-02;12.62847950876052;2016-04-25;14.527573858922892;2016-04-25;14.160844244902723;2016-04-18;17.16559531104747;2016-04-18;14.334680865255146;2016-04-11;17.462640120392024;2016-04-11
2016-05-09;2016;19;Industrial;338383;1.0934355449298576;3.516725130990623;27.598497247246705;14.040095042793922;2016-05-09;27.598497247246705;2016-05-09;14.040095042793922;2016-05-09;28.491160120105985;2016-05-02;13.372018716039532;2016-05-02;25.801165490170966;2016-04-25;14.134339034141236;2016-04-25;27.612169536543053;2016-04-18;17.522421211280683;2016-04-18;27.55344776778818;2016-04-11;14.17876993923302;2016-04-11
2016-05-16;2016;20;Agricultural;60892;1.4780266701701372;3.1202785259147343;12.010315237011374;12.33544269498047;2016-05-16;12.010315237011374;2016-05-16;12.33544269498047;2016-05-16;15.025761308637962;2016-05-09;19.30416077837946;2016-05-09;15.24444291592151;2016-05-02;14.446471821679735;2016-05-02;12.62847950876052;2016-04-25;14.527573858922892;2016-04-25;14.160844244902723;2016-04-18;17.16559531104747;2016-04-18
