WeekStart;Year;Week;Area;Population;Respiratory_rate_per_10000;Cardiocirculatory_rate_per_10000;NO2_population_weighted_mean;PM25_population_weighted_mean;TimeLabel;NO2_population_weighted_mean_lag0;NO2_population_weighted_mean_lag0_WeekStart;PM25_population_weighted_mean_lag0;PM25_population_weighted_mean_lag0_WeekStart;NO2_population_weighted_mean_lag1;NO2_population_weighted_mean_lag1_WeekStart;PM25_population_weighted_mean_lag1;PM25_population_weighted_mean_lag1_WeekStart;NO2_population_weighted_mean_lag2;NO2_population_weighted_mean_lag2_WeekStart;PM25_population_weighted_mean_lag2;PM25_population_weighted_mean_lag2_WeekStart;NO2_population_weighted_mean_lag3;NO2_population_weighted_mean_lag3_WeekStart;PM25_population_weighted_mean_lag3;PM25_population_weighted_mean_lag3_WeekStart;NO2_population_weighted_mean_lag4;NO2_population_weighted_mean_lag4_WeekStart;PM25_population_weighted_mean_lag4;PM25_population_weighted_mean_lag4_WeekStart
2017-02-20;2017;8;Agricultural;60562;2.1465605495195006;2.4768006340609623;29.263930939388604;44.120564789901174;2017-02-20;29.263930939388604;2017-02-20;44.120564789901174;2017-02-20;33.99994090577614;2017-02-13;45.693024366937415;2017-02-13;34.79897067082422;2017-02-06;29.254446735568017;2017-02-06;46.040042623280605;2017-01-30;49.9799373014476;2017-01-30;52.48750031433098;2017-01-23;39.71258204038525;2017-01-23
2017-02-20;2017;8;Industrial;338533;2.0086668064856306;3.0720786452133173;46.239765511708185;53.877859754485314;2017-02-20;46.239765511708185;2017-02-20;53.877859754485314;2017-02-20;45.59777632951781;2017-02-13;37.66527149032442;2017-02-13;38.73059793951841;2017-02-06;27.80745181686666;2017-02-06;51.96560981193248;2017-01-30;77.1172129881224;2017-01-30;57.787358075210555;2017-01-23;42.729777624296844;2017-01-23
2017-02-27;2017;9;Agricultural;60562;0.990720253624385;3.7977609722268086;25.023406551495793;28.08939782566785;2017-02-27;25.023406551495793;2017-02-27;28.08939782566785;2017-02-27;29.263930939388604;2017-02-20;44.120564789901174;2017-02-20;33.99994090577614;2017-02-13;45.693024366937415;2017-02-13;34.79897067082422;2017-02-06;29.254446735568017;2017-02-06;46.040042623280605;2017-01-30;49.9799373014476;2017-01-30
2017-02-27;2017;9;Industrial;338533;1.4178824516369157;3.928715959743954;35.45449115659859;23.190908937480604;2017-02-27;35.45449115659859;2017-02-27;23.190908937480604;2017-02-27;46.239765511708185;2017-02-20;53.877859754485314;2017-02-20;45.59777632951781;2017-02-13;37.66527149032442;2017-02-13;38.73059793951841;2017-02-06;27.80745181686666;2017-02-06;51.96560981193248;2017-01-30;77.1172129881224;2017-01-30
2017-03-06;2017;10;Agricultural;60562;1.6512004227073083;1.4860803804365774;29.979681226477567;22.948279980888678;2017-03-06;29.979681226477567;2017-03-06;22.948279980888678;2017-03-06;25.023406551495793;2017-02-27;28.08939782566785;2017-02-27;29.263930939388604;2017-02-20;44.120564789901174;2017-02-20;33.99994090577614;2017-02-13;45.693024366937415;2017-02-13;34.79897067082422;2017-02-06;29.254446735568017;2017-02-06
2017-03-06;2017;10;Industrial;338533;1.6541961935764016;4.460421879107797;37.58219903852271;13.631434136555047;2017-03-06;37.58219903852271;2017-03-06;13.631434136555047;2017-03-06;35.45449115659859;2017-02-27;23.190908937480604;2017-02-27;46.239765511708185;2017-02-20;53.877859754485314;2017-02-20;45.59777632951781;2017-02-13;37.66527149032442;2017-02-13;38.73059793951841;2017-02-06;27.80745181686666;2017-02-06
2017-03-13;2017;11;Agricultural;60562;1.1558402958951157;2.8070407186024244;30.572634764167947;45.88432410457582;2017-03-13;30.572634764167947;2017-03-13;45.88432410457582;2017-03-13;29.979681226477567;2017-03-06;22.948279980888678;2017-03-06;25.023406551495793;2017-02-27;28.08939782566785;2017-02-27;29.263930939388604;2017-02-20;44.120564789901174;2017-02-20;33.99994090577614;2017-02-13;45.693024366937415;2017-02-13
2017-03-13;2017;11;Industrial;338533;1.1815687096974299;3.5742453468347253;47.42758480867605;48.32556725559207;2017-03-13;47.42758480867605;2017-03-13;48.32556725559207;2017-03-13;37.58219903852271;2017-03-06;13.631434136555047;2017-03-06;35.45449115659859;2017-02-27;23.190908937480604;2017-02-27;46.239765511708185;2017-02-20;53.877859754485314;2017-02-20;45.59777632951781;2017-02-13;37.66527149032442;2017-02-13
2017-03-20;2017;12;Agricultural;60562;1.8163204649780391;3.96288101449754;22.381222076931458;37.06474170375772;2017-03-20;22.381222076931458;2017-03-20;37.06474170375772;2017-03-20;30.572634764167947;2017-03-13;45.88432410457582;2017-03-13;29.979681226477567;2017-03-06;22.948279980888678;2017-03-06;25.023406551495793;2017-02-27;28.08939782566785;2017-02-27;29.263930939388604;2017-02-20;44.120564789901174;2017-02-20
2017-03-20;2017;12;Industrial;338533;1.506500104864223;3.5151669113498536;32.110167737066384;34.51610143416685;2017-03-20;32.110167737066384;2017-03-20;34.51610143416685;2017-03-20;47.42758480867605;2017-03-13;48.32556725559207;2017-03-13;37.58219903852271;2017-03-06;13.631434136555047;2017-03-06;35.45449115659859;2017-02-27;23.190908937480604;2017-02-27;46.239765511708185;2017-02-20;53.877859754485314;2017-02-20
2017-03-27;2017;13;Agricultural;60562;1.6512004227073083;2.4768006340609623;21.9770039647614;32.88211540557079;2017-03-27;21.9770039647614;2017-03-27;32.88211540557079;2017-03-27;22.381222076931458;2017-03-20;37.06474170375772;2017-03-20;30.572634764167947;2017-03-13;45.88432410457582;2017-03-13;29.979681226477567;2017-03-06;22.948279980888678;2017-03-06;25.023406551495793;2017-02-27;28.08939782566785;2017-02-27
2017-03-27;2017;13;Industrial;338533;1.6837354113188374;3.9877943952288253;35.84463794005502;17.996751800984846;2017-03-27;35.84463794005502;2017-03-27;17.996751800984846;2017-03-27;32.110167737066384;2017-03-20;34.51610143416685;2017-03-20;47.42758480867605;2017-03-13;48.32556725559207;2017-03-13;37.58219903852271;2017-03-06;13.631434136555047;2017-03-06;35.45449115659859;2017-02-27;23.190908937480604;2017-02-27
2017-04-03;2017;14;Agricultural;60562;1.1558402958951157;2.8070407186024244;19.418094777076472;19.877174122597463;2017-04-03;19.418094777076472;2017-04-03;19.877174122597463;2017-04-03;21.9770039647614;2017-03-27;32.88211540557079;2017-03-27;22.381222076931458;2017-03-20;37.06474170375772;2017-03-20;30.572634764167947;2017-03-13;45.88432410457582;2017-03-13;29.979681226477567;2017-03-06;22.948279980888678;2017-03-06
2017-04-03;2017;14;Industrial;338533;1.2997255806671728;3.662863000062032;30.87741458764187;18.710161202586615;2017-04-03;30.87741458764187;2017-04-03;18.710161202586615;2017-04-03;35.84463794005502;2017-03-27;17.996751800984846;2017-03-27;32.110167737066384;2017-03-20;34.51610143416685;2017-03-20;47.42758480867605;2017-03-13;48.32556725559207;2017-03-13;37.58219903852271;2017-03-06;13.631434136555047;2017-03-06
2017-04-10;2017;15;Agricultural;60562;1.1558402958951157;2.4768006340609623;16.59680262529233;23.42590380633859;2017-04-10;16.59680262529233;2017-04-10;23.42590380633859;2017-04-10;19.418094777076472;2017-04-03;19.877174122597463;2017-04-03;21.9770039647614;2017-03-27;32.88211540557079;2017-03-27;22.381222076931458;2017-03-20;37.06474170375772;2017-03-20;30.572634764167947;2017-03-13;45.88432410457582;2017-03-13
2017-04-10;2017;15;Industrial;338533;1.0338726209852511;4.046872830713697;30.076793552415833;23.219435187264775;2017-04-10;30.076793552415833;2017-04-10;23.219435187264775;2017-04-10;30.87741458764187;2017-04-03;18.710161202586615;2017-04-03;35.84463794005502;2017-03-27;17.996751800984846;2017-03-27;32.110167737066384;2017-03-20;34.51610143416685;2017-03-20;47.42758480867605;2017-03-13;48.32556725559207;2017-03-13
2017-04-17;2017;16;Agricultural;60562;0.990720253624385;3.6326409299560782;15.760297273283543;16.16119940319025;2017-04-17;15.760297273283543;2017-04-17;16.16119940319025;2017-04-17;16.59680262529233;2017-04-10;23.42590380633859;2017-04-10;19.418094777076472;2017-04-03;19.877174122597463;2017-04-03;21.9770039647614;2017-03-27;32.88211540557079;2017-03-27;22.381222076931458;2017-03-20;37.06474170375772;2017-03-20
2017-04-17;2017;16;Industrial;338533;1.0929510564701226;3.2788531694103678;26.243177678563317;10.770779537471347;2017-04-17;26.243177678563317;2017-04-17;10.770779537471347;2017-04-17;30.076793552415833;2017-04-10;23.219435187264775;2017-04-10;30.87741458764187;2017-04-03;18.710161202586615;2017-04-03;35.84463794005502;2017-03-27;17.996751800984846;2017-03-27;32.110167737066384;2017-03-20;34.51610143416685;2017-03-20
2017-04-24;2017;17;Agricultural;60562;1.3209603381658466;3.1372808031438852;14.475904225446559;16.26384523180862;2017-04-24;14.475904225446559;2017-04-24;16.26384523180862;2017-04-24;15.760297273283543;2017-04-17;16.16119940319025;2017-04-17;16.59680262529233;2017-04-10;23.42590380633859;2017-04-10;19.418094777076472;2017-04-03;19.877174122597463;2017-04-03;21.9770039647614;2017-03-27;32.88211540557079;2017-03-27
2017-04-24;2017;17;Industrial;338533;1.3588040161520443;4.105951266198568;23.175899324005908;11.496930741871171;2017-04-24;23.175899324005908;2017-04-24;11.496930741871171;2017-04-24;26.243177678563317;2017-04-17;10.770779537471347;2017-04-17;30.076793552415833;2017-04-10;23.219435187264775;2017-04-10;30.87741458764187;2017-04-03;18.710161202586615;2017-04-03;35.84463794005502;2017-03-27;17.996751800984846;2017-03-27
2017-05-01;2017;18;Agricultural;60562;0.8256002113536541;2.972160760873155;14.33627211842315;14.29382821602501;2017-05-01;14.33627211842315;2017-05-01;14.29382821602501;2017-05-01;14.475904225446559;2017-04-24;16.26384523180862;2017-04-24;15.760297273283543;2017-04-17;16.16119940319025;2017-04-17;16.59680262529233;2017-04-10;23.42590380633859;2017-04-10;19.418094777076472;2017-04-03;19.877174122597463;2017-04-03
2017-05-01;2017;18;Industrial;338533;1.1815687096974299;3.6333237823195965;23.90510810236544;10.925458462995154;2017-05-01;23.90510810236544;2017-05-01;10.925458462995154;2017-05-01;23.175899324005908;2017-04-24;11.496930741871171;2017-04-24;26.243177678563317;2017-04-17;10.770779537471347;2017-04-17;30.076793552415833;2017-04-10;23.219435187264775;2017-04-10;30.87741458764187;2017-04-03;18.710161202586615;2017-04-03
2017-05-08;2017;19;Agricultural;60562;1.3209603381658466;3.3024008454146165;13.149918693053705;12.553968533373567;2017-05-08;13.149918693053705;2017-05-08;12.553968533373567;2017-05-08;14.33627211842315;2017-05-01;14.29382821602501;2017-05-01;14.475904225446559;2017-04-24;16.26384523180862;2017-04-24;15.760297273283543;2017-04-17;16.16119940319025;2017-04-17;16.59680262529233;2017-04-10;23.42590380633859;2017-04-10
2017-05-08;2017;19;Industrial;338533;1.063411838727687;3.928715959743954;26.36137715675698;9.862974555774382;2017-05-08;26.36137715675698;2017-05-08;9.862974555774382;2017-05-08;23.90510810236544;2017-05-01;10.925458462995154;2017-05-01;23.175899324005908;2017-04-24;11.496930741871171;2017-04-24;26.243177678563317;2017-04-17;10.770779537471347;2017-04-17;30.076793552415833;2017-04-10;23.219435187264775;2017-04-10
2017-05-15;2017;20;Agricultural;60562;0.6604801690829233;3.96288101449754;15.42061445419569;11.28096579240744;2017-05-15;15.42061445419569;2017-05-15;11.28096579240744;2017-05-15;13.149918693053705;2017-05-08;12.553968533373567;2017-05-08;14.33627211842315;2017-05-01;14.29382821602501;2017-05-01;14.475904225446559;2017-04-24;16.26384523180862;2017-04-24;15.760297273283543;2017-04-17;16.16119940319025;2017-04-17
2017-05-15;2017;20;Industrial;338533;1.5951177580915301;3.721941435546904;24.47359801871111;11.907917495918115;2017-05-15;24.47359801871111;2017-05-15;11.907917495918115;2017-05-15;26.36137715675698;2017-05-08;9.862974555774382;2017-05-08;23.90510810236544;2017-05-01;10.925458462995154;2017-05-01;23.175899324005908;2017-04-24;11.496930741871171;2017-04-24;26.243177678563317;2017-04-17;10.770779537471347;2017-04-17
2017-05-22;2017;21;Agricultural;60562;1.4860803804365774;3.7977609722268086;18.111376057199855;12.157831870646516;2017-05-22;18.111376057199855;2017-05-22;12.157831870646516;2017-05-22;15.42061445419569;2017-05-15;11.28096579240744;2017-05-15;13.149918693053705;2017-05-08;12.553968533373567;2017-05-08;14.33627211842315;2017-05-01;14.29382821602501;2017-05-01;14.475904225446559;2017-04-24;16.26384523180862;2017-04-24
2017-05-22;2017;21;Industrial;338533;1.063411838727687;3.928715959743954;29.73430601877516;12.168831483556263;2017-05-22;29.73430601877516;2017-05-22;12.168831483556263;2017-05-22;24.47359801871111;2017-05-15;11.907917495918115;2017-05-15;26.36137715675698;2017-05-08;9.862974555774382;2017-05-08;23.90510810236544;2017-05-01;10.925458462995154;2017-05-01;23.175899324005908;2017-04-24;11.496930741871171;2017-04-24
2017-05-29;2017;22;Agricultural;60562;0.33024008454146164;2.972160760873155;18.045580296896087;11.930105363743808;2017-05-29;18.045580296896087;2017-05-29;11.930105363743808;2017-05-29;18.111376057199855;2017-05-22;12.157831870646516;2017-05-22;15.42061445419569;2017-05-15;11.28096579240744;2017-05-15;13.149918693053705;2017-05-08;12.553968533373567;2017-05-08;14.33627211842315;2017-05-01;14.29382821602501;2017-05-01
2017-05-29;2017;22;Industrial;338533;1.5655785403490945;4.1354904839410045;30.3397570298669;13.096244232023365;2017-05-29;30.3397570298669;2017-05-29;13.096244232023365;2017-05-29;29.73430601877516;2017-05-22;12.168831483556263;2017-05-22;24.47359801871111;2017-05-15;11.907917495918115;2017-05-15;26.36137715675698;2017-05-08;9.862974555774382;2017-05-08;23.90510810236544;2017-05-01;10.925458462995154;2017-05-01
2017-06-05;2017;23;Agricultural;60562;1.3209603381658466;2.972160760873155;22.574132027392896;11.633804410692282;2017-06-05;22.574132027392896;2017-06-05;11.633804410692282;2017-06-05;18.045580296896087;2017-05-29;11.930105363743808;2017-05-29;18.111376057199855;2017-05-22;12.157831870646516;2017-05-22;15.42061445419569;2017-05-15;11.28096579240744;2017-05-15;13.149918693053705;2017-05-08;12.553968533373567;2017-05-08
2017-06-05;2017;23;Industrial;338533;1.2997255806671728;3.7514806532893394;24.30241165578091;12.574001685116835;2017-06-05;24.30241165578091;2017-06-05;12.574001685116835;2017-06-05;30.3397570298669;2017-05-29;13.096244232023365;2017-05-29;29.73430601877516;2017-05-22;12.168831483556263;2017-05-22;24.47359801871111;2017-05-15;11.907917495918115;2017-05-15;26.36137715675698;2017-05-08;9.862974555774382;2017-05-08
2017-06-12;2017;24;Agricultural;60562;1.98144050724877;4.12800105676827;19.24210421538797;12.361673414304992;2017-06-12;19.24210421538797;2017-06-12;12.361673414304992;2017-06-12;22.574132027392896;2017-06-05;11.633804410692282;2017-06-05;18.045580296896087;2017-05-29;11.930105363743808;2017-05-29;18.111376057199855;2017-05-22;12.157831870646516;2017-05-22;15.42061445419569;2017-05-15;11.28096579240744;2017-05-15
2017-06-12;2017;24;Industrial;338533;1.4178824516369157;4.046872830713697;28.084349315112952;16.69182138453942;2017-06-12;28.084349315112952;2017-06-12;16.69182138453942;2017-06-12;24.30241165578091;2017-06-05;12.574001685116835;2017-06-05;30.3397570298669;2017-05-29;13.096244232023365;2017-05-29;29.73430601877516;2017-05-22;12.168831483556263;2017-05-22;24.47359801871111;2017-05-15;11.907917495918115;2017-05-15
2017-06-19;2017;25;Agricultural;60562;1.4860803804365774;3.467520887685347;20.494373894602727;13.078677043780019;2017-06-19;20.494373894602727;2017-06-19;13.078677043780019;2017-06-19;19.24210421538797;2017-06-12;12.361673414304992;2017-06-12;22.574132027392896;2017-06-05;11.633804410692282;2017-06-05;18.045580296896087;2017-05-29;11.930105363743808;2017-05-29;18.111376057199855;2017-05-22;12.157831870646516;2017-05-22
2017-06-19;2017;25;Industrial;338533;1.860970717773452;4.667196403304848;35.46190506482766;14.924097473666263;2017-06-19;35.46190506482766;2017-06-19;14.924097473666263;2017-06-19;28.084349315112952;2017-06-12;16.69182138453942;2017-06-12;24.30241165578091;2017-06-05;12.574001685116835;2017-06-05;30.3397570298669;2017-05-29;13.096244232023365;2017-05-29;29.73430601877516;2017-05-22;12.168831483556263;2017-05-22
2017-06-26;2017;26;Agricultural;60562;1.1558402958951157;4.458241141309732;14.769633112882541;11.158240500917847;2017-06-26;14.769633112882541;2017-06-26;11.158240500917847;2017-06-26;20.494373894602727;2017-06-19;13.078677043780019;2017-06-19;19.24210421538797;2017-06-12;12.361673414304992;2017-06-12;22.574132027392896;2017-06-05;11.633804410692282;2017-06-05;18.045580296896087;2017-05-29;11.930105363743808;2017-05-29
2017-06-26;2017;26;Industrial;338533;0.9747941855003797;3.7810198710317753;20.988200071057058;8.203646412808618;2017-06-26;20.988200071057058;2017-06-26;8.203646412808618;2017-06-26;35.46190506482766;2017-06-19;14.924097473666263;2017-06-19;28.084349315112952;2017-06-12;16.69182138453942;2017-06-12;24.30241165578091;2017-06-05;12.574001685116835;2017-06-05;30.3397570298669;2017-05-29;13.096244232023365;2017-05-29
2017-07-03;2017;27;Agricultural;60562;0.990720253624385;2.641920676331693;20.30129944426283;14.482114567354841;2017-07-03;20.30129944426283;2017-07-03;14.482114567354841;2017-07-03;14.769633112882541;2017-06-26;11.158240500917847;2017-06-26;20.494373894602727;2017-06-19;13.078677043780019;2017-06-19;19.24210421538797;2017-06-12;12.361673414304992;2017-06-12;22.574132027392896;2017-06-05;11.633804410692282;2017-06-05
2017-07-03;2017;27;Industrial;338533;1.3292647984096086;4.1354904839410045;31.462545054372498;13.462835903634167;2017-07-03;31.462545054372498;2017-07-03;13.462835903634167;2017-07-03;20.988200071057058;2017-06-26;8.203646412808618;2017-06-26;35.46190506482766;2017-06-19;14.924097473666263;2017-06-19;28.084349315112952;2017-06-12;16.69182138453942;2017-06-12;24.30241165578091;2017-06-05;12.574001685116835;2017-06-05
2017-07-10;2017;28;Agricultural;60562;0.990720253624385;3.7977609722268086;15.922412427389544;13.662542644236009;2017-07-10;15.922412427389544;2017-07-10;13.662542644236009;2017-07-10;20.30129944426283;2017-07-03;14.482114567354841;2017-07-03;14.769633112882541;2017-06-26;11.158240500917847;2017-06-26;20.494373894602727;2017-06-19;13.078677043780019;2017-06-19;19.24210421538797;2017-06-12;12.361673414304992;2017-06-12
2017-07-10;2017;28;Industrial;338533;1.0929510564701226;3.692402217804468;22.1704022686329;12.093208079040375;2017-07-10;22.1704022686329;2017-07-10;12.093208079040375;2017-07-10;31.462545054372498;2017-07-03;13.462835903634167;2017-07-03;20.988200071057058;2017-06-26;8.203646412808618;2017-06-26;35.46190506482766;2017-06-19;14.924097473666263;2017-06-19;28.084349315112952;2017-06-12;16.69182138453942;2017-06-12
2017-07-17;2017;29;Agricultural;60562;1.1558402958951157;2.972160760873155;18.461099236385277;13.034117484346316;2017-07-17;18.461099236385277;2017-07-17;13.034117484346316;2017-07-17;15.922412427389544;2017-07-10;13.662542644236009;2017-07-10;20.30129944426283;2017-07-03;14.482114567354841;2017-07-03;14.769633112882541;2017-06-26;11.158240500917847;2017-06-26;20.494373894602727;2017-06-19;13.078677043780019;2017-06-19
2017-07-17;2017;29;Industrial;338533;1.152029491954994;3.544706129092289;30.25408865860978;13.269145701156171;2017-07-17;30.25408865860978;2017-07-17;13.269145701156171;2017-07-17;22.1704022686329;2017-07-10;12.093208079040375;2017-07-10;31.462545054372498;2017-07-03;13.462835903634167;2017-07-03;20.988200071057058;2017-06-26;8.203646412808618;2017-06-26;35.46190506482766;2017-06-19;14.924097473666263;2017-06-19
2017-07-24;2017;30;Agricultural;60562;0.6604801690829233;3.467520887685347;15.220031475008591;10.5599387264147;2017-07-24;15.220031475008591;2017-07-24;10.5599387264147;2017-07-24;18.461099236385277;2017-07-17;13.034117484346316;2017-07-17;15.922412427389544;2017-07-10;13.662542644236009;2017-07-10;20.30129944426283;2017-07-03;14.482114567354841;2017-07-03;14.769633112882541;2017-06-26;11.158240500917847;2017-06-26
2017-07-24;2017;30;Industrial;338533;0.7089412258184579;3.249313951667932;32.31775552304183;9.170473325691022;2017-07-24;32.31775552304183;2017-07-24;9.170473325691022;2017-07-24;30.25408865860978;2017-07-17;13.269145701156171;2017-07-17;22.1704022686329;2017-07-10;12.093208079040375;2017-07-10;31.462545054372498;2017-07-03;13.462835903634167;2017-07-03;20.988200071057058;2017-06-26;8.203646412808618;2017-06-26
2017-07-31;2017;31;Agricultural;60562;1.1558402958951157;2.3116805917902314;16.25504375487213;26.358787855927442;2017-07-31;16.25504375487213;2017-07-31;26.358787855927442;2017-07-31;15.220031475008591;2017-07-24;10.5599387264147;2017-07-24;18.461099236385277;2017-07-17;13.034117484346316;2017-07-17;15.922412427389544;2017-07-10;13.662542644236009;2017-07-10;20.30129944426283;2017-07-03;14.482114567354841;2017-07-03
2017-07-31;2017;31;Industrial;338533;1.2111079274398655;3.5742453468347253;27.662246329115344;20.053520851265286;2017-07-31;27.662246329115344;2017-07-31;20.053520851265286;2017-07-31;32.31775552304183;2017-07-24;9.170473325691022;2017-07-24;30.25408865860978;2017-07-17;13.269145701156171;2017-07-17;22.1704022686329;2017-07-10;12.093208079040375;2017-07-10;31.462545054372498;2017-07-03;13.462835903634167;2017-07-03
2017-08-07;2017;32;Agricultural;60562;1.3209603381658466;3.3024008454146165;11.783238614931978;9.90406828107057;2017-08-07;11.783238614931978;2017-08-07;9.90406828107057;2017-08-07;16.25504375487213;2017-07-31;26.358787855927442;2017-07-31;15.220031475008591;2017-07-24;10.5599387264147;2017-07-24;18.461099236385277;2017-07-17;13.034117484346316;2017-07-17;15.922412427389544;2017-07-10;13.662542644236009;2017-07-10
2017-08-07;2017;32;Industrial;338533;1.4178824516369157;3.662863000062032;18.738026950617943;8.722340001531924;2017-08-07;18.738026950617943;2017-08-07;8.722340001531924;2017-08-07;27.662246329115344;2017-07-31;20.053520851265286;2017-07-31;32.31775552304183;2017-07-24;9.170473325691022;2017-07-24;30.25408865860978;2017-07-17;13.269145701156171;2017-07-17;22.1704022686329;2017-07-10;12.093208079040375;2017-07-10
2017-08-14;2017;33;Agricultural;60562;0.6604801690829233;2.3116805917902314;16.01913185974971;8.908682659826825;2017-08-14;16.01913185974971;2017-08-14;8.908682659826825;2017-08-14;11.783238614931978;2017-08-07;9.90406828107057;2017-08-07;16.25504375487213;2017-07-31;26.358787855927442;2017-07-31;15.220031475008591;2017-07-24;10.5599387264147;2017-07-24;18.461099236385277;2017-07-17;13.034117484346316;2017-07-17
2017-08-14;2017;33;Industrial;338533;0.915715750015508;2.9539217742435744;15.282113224791729;7.769832687025683;2017-08-14;15.282113224791729;2017-08-14;7.769832687025683;2017-08-14;18.738026950617943;2017-08-07;8.722340001531924;2017-08-07;27.662246329115344;2017-07-31;20.053520851265286;2017-07-31;32.31775552304183;2017-07-24;9.170473325691022;2017-07-24;30.25408865860978;2017-07-17;13.269145701156171;2017-07-17
2017-08-21;2017;34;Agricultural;60562;1.1558402958951157;2.3116805917902314;17.305068691796382;12.901995792155974;2017-08-21;17.305068691796382;2017-08-21;12.901995792155974;2017-08-21;16.01913185974971;2017-08-14;8.908682659826825;2017-08-14;11.783238614931978;2017-08-07;9.90406828107057;2017-08-07;16.25504375487213;2017-07-31;26.358787855927442;2017-07-31;15.220031475008591;2017-07-24;10.5599387264147;2017-07-24
2017-08-21;2017;34;Industrial;338533;1.4178824516369157;3.2788531694103678;22.414004125809942;14.169469352640773;2017-08-21;22.414004125809942;2017-08-21;14.169469352640773;2017-08-21;15.282113224791729;2017-08-14;7.769832687025683;2017-08-14;18.738026950617943;2017-08-07;8.722340001531924;2017-08-07;27.662246329115344;2017-07-31;20.053520851265286;2017-07-31;32.31775552304183;2017-07-24;9.170473325691022;2017-07-24
2017-08-28;2017;35;Agricultural;60562;0.6604801690829233;3.1372808031438852;15.378032246167257;16.13991919598327;2017-08-28;15.378032246167257;2017-08-28;16.13991919598327;2017-08-28;17.305068691796382;2017-08-21;12.901995792155974;2017-08-21;16.01913185974971;2017-08-14;8.908682659826825;2017-08-14;11.783238614931978;2017-08-07;9.90406828107057;2017-08-07;16.25504375487213;2017-07-31;26.358787855927442;2017-07-31
2017-08-28;2017;35;Industrial;338533;1.0338726209852511;3.101617862955753;21.953412015393674;10.829787620752642;2017-08-28;21.953412015393674;2017-08-28;10.829787620752642;2017-08-28;22.414004125809942;2017-08-21;14.169469352640773;2017-08-21;15.282113224791729;2017-08-14;7.769832687025683;2017-08-14;18.738026950617943;2017-08-07;8.722340001531924;2017-08-07;27.662246329115344;2017-07-31;20.053520851265286;2017-07-31
2017-09-04;2017;36;Agricultural;60562;0.8256002113536541;2.3116805917902314;17.265885868517447;15.500310139898241;2017-09-04;17.265885868517447;2017-09-04;15.500310139898241;2017-09-04;15.378032246167257;2017-08-28;16.13991919598327;2017-08-28;17.305068691796382;2017-08-21;12.901995792155974;2017-08-21;16.01913185974971;2017-08-14;8.908682659826825;2017-08-14;11.783238614931978;2017-08-07;9.90406828107057;2017-08-07
2017-09-04;2017;36;Industrial;338533;0.9747941855003797;2.894843338758703;24.00618650790045;9.762401555465832;2017-09-04;24.00618650790045;2017-09-04;9.762401555465832;2017-09-04;21.953412015393674;2017-08-28;10.829787620752642;2017-08-28;22.414004125809942;2017-08-21;14.169469352640773;2017-08-21;15.282113224791729;2017-08-14;7.769832687025683;2017-08-14;18.738026950617943;2017-08-07;8.722340001531924;2017-08-07
2017-09-11;2017;37;Agricultural;60562;1.4860803804365774;2.972160760873155;15.257019429845515;15.535921744159731;2017-09-11;15.257019429845515;2017-09-11;15.535921744159731;2017-09-11;17.265885868517447;2017-09-04;15.500310139898241;2017-09-04;15.378032246167257;2017-08-28;16.13991919598327;2017-08-28;17.305068691796382;2017-08-21;12.901995792155974;2017-08-21;16.01913185974971;2017-08-14;8.908682659826825;2017-08-14
2017-09-11;2017;37;Industrial;338533;0.7680196613033293;2.865304121016267;27.034446315353993;12.95029684280768;2017-09-11;27.034446315353993;2017-09-11;12.95029684280768;2017-09-11;24.00618650790045;2017-09-04;9.762401555465832;2017-09-04;21.953412015393674;2017-08-28;10.829787620752642;2017-08-28;22.414004125809942;2017-08-21;14.169469352640773;2017-08-21;15.282113224791729;2017-08-14;7.769832687025683;2017-08-14
2017-09-18;2017;38;Agricultural;60562;1.1558402958951157;2.4768006340609623;19.440478076462057;15.529050468981819;2017-09-18;19.440478076462057;2017-09-18;15.529050468981819;2017-09-18;15.257019429845515;2017-09-11;15.535921744159731;2017-09-11;17.265885868517447;2017-09-04;15.500310139898241;2017-09-04;15.378032246167257;2017-08-28;16.13991919598327;2017-08-28;17.305068691796382;2017-08-21;12.901995792155974;2017-08-21
2017-09-18;2017;38;Industrial;338533;1.1815687096974299;3.5151669113498536;25.941844904339113;11.181242667642945;2017-09-18;25.941844904339113;2017-09-18;11.181242667642945;2017-09-18;27.034446315353993;2017-09-11;12.95029684280768;2017-09-11;24.00618650790045;2017-09-04;9.762401555465832;2017-09-04;21.953412015393674;2017-08-28;10.829787620752642;2017-08-28;22.414004125809942;2017-08-21;14.169469352640773;2017-08-21
2017-09-25;2017;39;Agricultural;60562;1.1558402958951157;1.6512004227073083;19.415516005733398;19.42952070812483;2017-09-25;19.415516005733398;2017-09-25;19.42952070812483;2017-09-25;19.440478076462057;2017-09-18;15.529050468981819;2017-09-18;15.257019429845515;2017-09-11;15.535921744159731;2017-09-11;17.265885868517447;2017-09-04;15.500310139898241;2017-09-04;15.378032246167257;2017-08-28;16.13991919598327;2017-08-28
2017-09-25;2017;39;Industrial;338533;1.4474216693793516;3.5151669113498536;22.07065239640145;17.647964206629773;2017-09-25;22.07065239640145;2017-09-25;17.647964206629773;2017-09-25;25.941844904339113;2017-09-18;11.181242667642945;2017-09-18;27.034446315353993;2017-09-11;12.95029684280768;2017-09-11;24.00618650790045;2017-09-04;9.762401555465832;2017-09-04;21.953412015393674;2017-08-28;10.829787620752642;2017-08-28
