WeekStart;Year;Week;Area;Population;Cardiocirculatory_rate_per_10000;Respiratory_rate_per_10000;TimeLabel
2018-12-17;2018;51;Agricultural;60224;2.8227948990435707;1.6604675876726886;2018-12-17
2018-12-17;2018;51;Industrial;338804;3.7484799471080628;2.0956068995643498;2018-12-17
2018-12-24;2018;52;Agricultural;60224;3.3209351753453773;2.1586078639744954;2018-12-24
2018-12-24;2018;52;Industrial;338804;4.073151438589863;2.2136692601031864;2018-12-24
2018-12-31;2018;1;Agricultural;60224;2.6567481402763016;1.6604675876726886;2018-12-31
2018-12-31;2018;1;Industrial;338804;3.423808455626262;1.2986859659272025;2018-12-31
2019-01-07;2019;2;Agricultural;60103;3.3276209174250866;1.8301915045837978;2019-01-07
2019-01-07;2019;2;Industrial;340591;3.699451835192357;2.055251019551309;2019-01-07
2019-01-14;2019;3;Agricultural;60103;3.82676405503885;2.495715688068815;2019-01-14
2019-01-14;2019;3;Industrial;340591;3.7288125640430896;2.055251019551309;2019-01-14
2019-01-21;2019;4;Agricultural;60103;3.6603830091675955;1.9965725504550522;2019-01-21
2019-01-21;2019;4;Industrial;340591;4.286666412207016;2.55438341001377;2019-01-21
2019-01-28;2019;5;Agricultural;60103;4.825050330266376;2.1629535963263065;2019-01-28
2019-01-28;2019;5;Industrial;340591;4.374748598759216;2.965433613924032;2019-01-28
2019-02-04;2019;6;Agricultural;60103;3.9931451009101044;2.1629535963263065;2019-02-04
2019-02-04;2019;6;Industrial;340591;3.9930591236996866;2.6718263254167023;2019-02-04
2019-02-11;2019;7;Agricultural;60103;4.825050330266376;1.8301915045837978;2019-02-11
2019-02-11;2019;7;Industrial;340591;4.374748598759216;2.5250226811630374;2019-02-11
2019-02-18;2019;8;Agricultural;60103;3.4940019632963413;2.1629535963263065;2019-02-18
2019-02-18;2019;8;Industrial;340591;3.7288125640430896;1.8203651887454455;2019-02-18
2019-02-25;2019;9;Agricultural;60103;2.9948588256825786;2.495715688068815;2019-02-25
2019-02-25;2019;9;Industrial;340591;3.640730377490891;1.4386757136859165;2019-02-25
2019-03-04;2019;10;Agricultural;60103;2.1629535963263065;0.9982862752275261;2019-03-04
2019-03-04;2019;10;Industrial;340591;4.345387869908483;1.5561186290888487;2019-03-04
2019-03-11;2019;11;Agricultural;60103;4.325907192652613;1.6638104587125433;2019-03-11
2019-03-11;2019;11;Industrial;340591;3.4939267332372257;1.6735615444917804;2019-03-11
2019-03-18;2019;12;Agricultural;60103;2.495715688068815;0.6655241834850174;2019-03-18
2019-03-18;2019;12;Industrial;340591;3.8462554794460218;1.4386757136859165;2019-03-18
2019-03-25;2019;13;Agricultural;60103;2.9948588256825786;1.3310483669700348;2019-03-25
2019-03-25;2019;13;Industrial;340591;3.963698394848954;1.8497259175961784;2019-03-25
2019-04-01;2019;14;Agricultural;60103;3.82676405503885;2.495715688068815;2019-04-01
2019-04-01;2019;14;Industrial;340591;3.7288125640430896;1.8497259175961784;2019-04-01
2019-04-08;2019;15;Agricultural;60103;2.495715688068815;1.6638104587125433;2019-04-08
2019-04-08;2019;15;Industrial;340591;3.904976937147488;1.6148400867903143;2019-04-08
2019-04-15;2019;16;Agricultural;60103;2.1629535963263065;1.9965725504550522;2019-04-15
2019-04-15;2019;16;Industrial;340591;3.611369648640158;1.4386757136859165;2019-04-15
2019-04-22;2019;17;Agricultural;60103;3.4940019632963413;1.6638104587125433;2019-04-22
2019-04-22;2019;17;Industrial;340591;3.7288125640430896;1.4386757136859165;2019-04-22
2019-04-29;2019;18;Agricultural;60103;3.9931451009101044;0.3327620917425087;2019-04-29
2019-04-29;2019;18;Industrial;340591;3.611369648640158;1.1157076963278536;2019-04-29
2019-05-06;2019;19;Agricultural;60103;3.3276209174250866;2.3293346421975607;2019-05-06
2019-05-06;2019;19;Industrial;340591;3.582008919789425;1.2037898828800526;2019-05-06
2019-05-13;2019;20;Agricultural;60103;2.828477779811324;2.3293346421975607;2019-05-13
2019-05-13;2019;20;Industrial;340591;3.7288125640430896;1.7910044598947126;2019-05-13
2019-05-20;2019;21;Agricultural;60103;4.159526146781358;1.4974294128412893;2019-05-20
2019-05-20;2019;21;Industrial;340591;3.523287462087959;2.1139724772527755;2019-05-20
2019-05-27;2019;22;Agricultural;60103;3.161239871553833;0.6655241834850174;2019-05-27
2019-05-27;2019;22;Industrial;340591;2.8479906985211003;1.5854793579395814;2019-05-27
2019-06-03;2019;23;Agricultural;60103;3.9931451009101044;1.9965725504550522;2019-06-03
2019-06-03;2019;23;Industrial;340591;3.523287462087959;1.4386757136859165;2019-06-03
2019-06-10;2019;24;Agricultural;60103;3.6603830091675955;1.4974294128412893;2019-06-10
2019-06-10;2019;24;Industrial;340591;3.8462554794460218;1.3212327982829846;2019-06-10
2019-06-17;2019;25;Agricultural;60103;4.325907192652613;1.9965725504550522;2019-06-17
2019-06-17;2019;25;Industrial;340591;3.464566004386493;1.5854793579395814;2019-06-17
2019-06-24;2019;26;Agricultural;60103;2.6620967339400696;1.8301915045837978;2019-06-24
2019-06-24;2019;26;Industrial;340591;4.02241985255042;1.9084473752976443;2019-06-24
2019-07-01;2019;27;Agricultural;60103;3.82676405503885;0.9982862752275261;2019-07-01
2019-07-01;2019;27;Industrial;340591;4.1398627679533515;1.4973971713873826;2019-07-01
2019-07-08;2019;28;Agricultural;60103;2.9948588256825786;1.3310483669700348;2019-07-08
2019-07-08;2019;28;Industrial;340591;3.523287462087959;1.3799542559844504;2019-07-08
2019-07-15;2019;29;Agricultural;60103;3.161239871553833;1.4974294128412893;2019-07-15
2019-07-15;2019;29;Industrial;340591;3.464566004386493;1.6442008156410475;2019-07-15
2019-07-22;2019;30;Agricultural;60103;3.161239871553833;0.9982862752275261;2019-07-22
2019-07-22;2019;30;Industrial;340591;3.14159798702843;2.2020546638049745;2019-07-22
2019-07-29;2019;31;Agricultural;60103;2.3293346421975607;0.9982862752275261;2019-07-29
2019-07-29;2019;31;Industrial;340591;3.317762360132828;1.6442008156410475;2019-07-29
2019-08-05;2019;32;Agricultural;60103;2.9948588256825786;0.9982862752275261;2019-08-05
2019-08-05;2019;32;Industrial;340591;3.640730377490891;1.4973971713873826;2019-08-05
2019-08-12;2019;33;Agricultural;60103;3.4940019632963413;1.4974294128412893;2019-08-12
2019-08-12;2019;33;Industrial;340591;2.9067121562225657;1.1744291540293197;2019-08-12
2019-08-19;2019;34;Agricultural;60103;2.9948588256825786;1.3310483669700348;2019-08-19
2019-08-19;2019;34;Industrial;340591;3.14159798702843;1.4386757136859165;2019-08-19
2019-08-26;2019;35;Agricultural;60103;3.6603830091675955;1.3310483669700348;2019-08-26
2019-08-26;2019;35;Industrial;340591;3.1122372581776974;1.1450684251785868;2019-08-26
2019-09-02;2019;36;Agricultural;60103;4.159526146781358;1.6638104587125433;2019-09-02
2019-09-02;2019;36;Industrial;340591;3.347123088983561;1.3799542559844504;2019-09-02
2019-09-09;2019;37;Agricultural;60103;4.658669284395121;0.8319052293562716;2019-09-09
2019-09-09;2019;37;Industrial;340591;2.965433613924032;1.1450684251785868;2019-09-09
2019-09-16;2019;38;Agricultural;60103;2.9948588256825786;0.8319052293562716;2019-09-16
2019-09-16;2019;38;Industrial;340591;3.4058445466850267;1.4680364425366494;2019-09-16
2019-09-23;2019;39;Agricultural;60103;2.9948588256825786;1.3310483669700348;2019-09-23
2019-09-23;2019;39;Industrial;340591;3.758173292893823;1.4386757136859165;2019-09-23
2019-09-30;2019;40;Agricultural;60103;2.6620967339400696;0.8319052293562716;2019-09-30
2019-09-30;2019;40;Industrial;340591;3.8756162082967545;1.3505935271337175;2019-09-30
2019-10-07;2019;41;Agricultural;60103;4.159526146781358;2.1629535963263065;2019-10-07
2019-10-07;2019;41;Industrial;340591;3.4058445466850267;1.4680364425366494;2019-10-07
2019-10-14;2019;42;Agricultural;60103;2.6620967339400696;1.3310483669700348;2019-10-14
2019-10-14;2019;42;Industrial;340591;3.7288125640430896;2.143333206103508;2019-10-14
2019-10-21;2019;43;Agricultural;60103;5.490574513751393;0.8319052293562716;2019-10-21
2019-10-21;2019;43;Industrial;340591;3.611369648640158;1.7616437310439794;2019-10-21
2019-10-28;2019;44;Agricultural;60103;4.825050330266376;1.6638104587125433;2019-10-28
2019-10-28;2019;44;Industrial;340591;2.7892692408196345;1.5561186290888487;2019-10-28
2019-11-04;2019;45;Agricultural;60103;4.159526146781358;1.6638104587125433;2019-11-04
2019-11-04;2019;45;Industrial;340591;3.376483817834294;1.5854793579395814;2019-11-04
2019-11-11;2019;46;Agricultural;60103;3.3276209174250866;1.6638104587125433;2019-11-11
2019-11-11;2019;46;Industrial;340591;3.758173292893823;1.6442008156410475;2019-11-11
2019-11-18;2019;47;Agricultural;60103;2.828477779811324;2.1629535963263065;2019-11-18
2019-11-18;2019;47;Industrial;340591;3.4058445466850267;1.6735615444917804;2019-11-18
2019-11-25;2019;48;Agricultural;60103;3.161239871553833;1.3310483669700348;2019-11-25
2019-11-25;2019;48;Industrial;340591;3.4352052755357603;1.5267579002381155;2019-11-25
2019-12-02;2019;49;Agricultural;60103;1.8301915045837978;1.6638104587125433;2019-12-02
2019-12-02;2019;49;Industrial;340591;3.904976937147488;1.2918720694322514;2019-12-02
2019-12-09;2019;50;Agricultural;60103;3.4940019632963413;1.3310483669700348;2019-12-09
2019-12-09;2019;50;Industrial;340591;3.523287462087959;1.9965295618498433;2019-12-09
2019-12-16;2019;51;Agricultural;60103;4.658669284395121;1.6638104587125433;2019-12-16
2019-12-16;2019;51;Industrial;340591;3.787534021744556;1.7616437310439794;2019-12-16
2019-12-23;2019;52;Agricultural;60103;4.99143137613763;1.4974294128412893;2019-12-23
2019-12-23;2019;52;Industrial;340591;3.170958715879163;2.0846117484020423;2019-12-23
2019-12-30;2019;1;Agricultural;60103;0.8319052293562716;0.16638104587125435;2019-12-30
2019-12-30;2019;1;Industrial;340591;1.0863469674771207;0.6752967635668587;2019-12-30
2023-01-02;2023;1;Agricultural;59596;5.70508087791127;2.5169474461373245;2023-01-02
2023-01-02;2023;1;Industrial;341484;3.5726417635965375;2.5769875016106174;2023-01-02
2023-01-09;2023;2;Agricultural;59596;3.5237264245922546;2.01355795690986;2023-01-09
2023-01-09;2023;2;Industrial;341484;4.216888638999192;2.049876421735718;2023-01-09
2023-01-16;2023;3;Agricultural;59596;3.1881334317739447;2.3491509497281697;2023-01-16
2023-01-16;2023;3;Industrial;341484;3.7483454568881704;1.8741727284440852;2023-01-16
2023-01-23;2023;4;Agricultural;59596;5.872877374320424;2.01355795690986;2023-01-23
2023-01-23;2023;4;Industrial;341484;4.099752843471436;2.079160370617657;2023-01-23
2023-01-30;2023;5;Agricultural;59596;4.6983018994563395;1.6779649640915497;2023-01-30
2023-01-30;2023;5;Industrial;341484;3.9826170479436813;2.108444319499596;2023-01-30
2023-02-06;2023;6;Agricultural;59596;4.866098395865494;2.5169474461373245;2023-02-06
2023-02-06;2023;6;Industrial;341484;3.367654121422966;2.1962961661454123;2023-02-06
2023-02-13;2023;7;Agricultural;59596;4.6983018994563395;3.0203369353647895;2023-02-13
2023-02-13;2023;7;Industrial;341484;3.7190615080062317;2.108444319499596;2023-02-13
2023-02-20;2023;8;Agricultural;59596;1.6779649640915497;2.3491509497281697;2023-02-20
2023-02-20;2023;8;Industrial;341484;3.5433578147145988;1.8448887795621463;2023-02-20
2023-02-27;2023;9;Agricultural;59596;3.3559299281830994;1.8457614605007047;2023-02-27
2023-02-27;2023;9;Industrial;341484;3.6019257124784763;1.9327406262079627;2023-02-27
2023-03-06;2023;10;Agricultural;59596;2.01355795690986;1.3423719712732398;2023-03-06
2023-03-06;2023;10;Industrial;341484;3.953333099061742;2.1670122172634736;2023-03-06
2023-03-13;2023;11;Agricultural;59596;3.3559299281830994;2.3491509497281697;2023-03-13
2023-03-13;2023;11;Industrial;341484;3.7483454568881704;1.3470616485691862;2023-03-13
2023-03-20;2023;12;Agricultural;59596;2.5169474461373245;1.8457614605007047;2023-03-20
2023-03-20;2023;12;Industrial;341484;3.0455306837216383;1.6691850862705133;2023-03-20
2023-03-27;2023;13;Agricultural;59596;4.194912410228874;1.1745754748640849;2023-03-27
2023-03-27;2023;13;Industrial;341484;3.6897775591242925;1.7863208817982688;2023-03-27
2023-04-03;2023;14;Agricultural;59596;0.8389824820457749;1.3423719712732398;2023-04-03
2023-04-03;2023;14;Industrial;341484;3.777629405770109;1.9913085239718407;2023-04-03
2023-04-10;2023;15;Agricultural;59596;3.8593194174105645;3.0203369353647895;2023-04-10
2023-04-10;2023;15;Industrial;341484;4.01190099682562;2.284148012791229;2023-04-10
2023-04-17;2023;16;Agricultural;59596;3.0203369353647895;1.8457614605007047;2023-04-17
2023-04-17;2023;16;Industrial;341484;3.309086223659088;1.6984690351524523;2023-04-17
2023-04-24;2023;17;Agricultural;59596;4.02711591381972;1.00677897845493;2023-04-24
2023-04-24;2023;17;Industrial;341484;3.2212343770132716;1.3763455974511252;2023-04-24
2023-05-01;2023;18;Agricultural;59596;4.6983018994563395;1.3423719712732398;2023-05-01
2023-05-01;2023;18;Industrial;341484;3.484789916950721;1.4349134952150027;2023-05-01
2023-05-08;2023;19;Agricultural;59596;3.0203369353647895;2.181354453319015;2023-05-08
2023-05-08;2023;19;Industrial;341484;3.6604936102423538;1.6106171885066358;2023-05-08
2023-05-15;2023;20;Agricultural;59596;4.530505403047184;1.3423719712732398;2023-05-15
2023-05-15;2023;20;Industrial;341484;3.6897775591242925;1.6106171885066358;2023-05-15
2023-05-22;2023;21;Agricultural;59596;3.1881334317739447;2.01355795690986;2023-05-22
2023-05-22;2023;21;Industrial;341484;3.6897775591242925;1.6691850862705133;2023-05-22
2023-05-29;2023;22;Agricultural;59596;4.866098395865494;1.6779649640915497;2023-05-29
2023-05-29;2023;22;Industrial;341484;3.8654812524159254;1.4934813929788806;2023-05-29
2023-06-05;2023;23;Agricultural;59596;2.01355795690986;1.6779649640915497;2023-06-05
2023-06-05;2023;23;Industrial;341484;3.9240491501798034;1.4641974440969416;2023-06-05
2023-06-12;2023;24;Agricultural;59596;3.1881334317739447;0.8389824820457749;2023-06-12
2023-06-12;2023;24;Industrial;341484;4.158320741235314;1.4934813929788806;2023-06-12
2023-06-19;2023;25;Agricultural;59596;4.02711591381972;1.00677897845493;2023-06-19
2023-06-19;2023;25;Industrial;341484;3.455505968068782;1.6984690351524523;2023-06-19
2023-06-26;2023;26;Agricultural;59596;4.02711591381972;1.8457614605007047;2023-06-26
2023-06-26;2023;26;Industrial;341484;4.275456536763069;1.3177776996872472;2023-06-26
2023-07-03;2023;27;Agricultural;59596;2.5169474461373245;1.5101684676823948;2023-07-03
2023-07-03;2023;27;Industrial;341484;4.099752843471436;1.1127900575136755;2023-07-03
2023-07-10;2023;28;Agricultural;59596;2.181354453319015;1.8457614605007047;2023-07-10
2023-07-10;2023;28;Industrial;341484;4.890419463283784;1.1420740063956145;2023-07-10
2023-07-17;2023;29;Agricultural;59596;4.36270890663803;1.3423719712732398;2023-07-17
2023-07-17;2023;29;Industrial;341484;3.777629405770109;1.7863208817982688;2023-07-17
2023-07-24;2023;30;Agricultural;59596;3.1881334317739447;0.8389824820457749;2023-07-24
2023-07-24;2023;30;Industrial;341484;3.6604936102423538;1.6106171885066358;2023-07-24
2023-07-31;2023;31;Agricultural;59596;3.1881334317739447;1.1745754748640849;2023-07-31
2023-07-31;2023;31;Industrial;341484;3.5140738658326596;1.4349134952150027;2023-07-31
2023-08-07;2023;32;Agricultural;59596;2.5169474461373245;1.00677897845493;2023-08-07
2023-08-07;2023;32;Industrial;341484;3.5140738658326596;1.2592098019233697;2023-08-07
2023-08-14;2023;33;Agricultural;59596;5.369487885092959;2.181354453319015;2023-08-14
2023-08-14;2023;33;Industrial;341484;3.191950428131333;1.6106171885066358;2023-08-14
2023-08-21;2023;34;Agricultural;59596;3.1881334317739447;1.6779649640915497;2023-08-21
2023-08-21;2023;34;Industrial;341484;4.421876281172763;2.079160370617657;2023-08-21
2023-08-28;2023;35;Agricultural;59596;2.6847439425464796;2.181354453319015;2023-08-28
2023-08-28;2023;35;Industrial;341484;3.279802274777149;1.3763455974511252;2023-08-28
2023-09-04;2023;36;Agricultural;59596;2.3491509497281697;1.8457614605007047;2023-09-04
2023-09-04;2023;36;Industrial;341484;2.5769875016106174;1.5227653418608191;2023-09-04
2023-09-11;2023;37;Agricultural;59596;3.1881334317739447;1.00677897845493;2023-09-11
2023-09-11;2023;37;Industrial;341484;3.8654812524159254;1.7863208817982688;2023-09-11
2023-09-18;2023;38;Agricultural;59596;4.194912410228874;2.01355795690986;2023-09-18
2023-09-18;2023;38;Industrial;341484;3.6019257124784763;1.4349134952150027;2023-09-18
2023-09-25;2023;39;Agricultural;59596;3.0203369353647895;1.1745754748640849;2023-09-25
2023-09-25;2023;39;Industrial;341484;4.919703412165724;1.581333239624697;2023-09-25
2023-10-02;2023;40;Agricultural;59596;4.194912410228874;1.1745754748640849;2023-10-02
2023-10-02;2023;40;Industrial;341484;4.099752843471436;1.8741727284440852;2023-10-02
2023-10-09;2023;41;Agricultural;59596;2.181354453319015;1.8457614605007047;2023-10-09
2023-10-09;2023;41;Industrial;341484;3.5726417635965375;1.6984690351524523;2023-10-09
2023-10-16;2023;42;Agricultural;59596;1.3423719712732398;2.01355795690986;2023-10-16
2023-10-16;2023;42;Industrial;341484;4.129036792353375;1.6984690351524523;2023-10-16
2023-10-23;2023;43;Agricultural;59596;2.181354453319015;2.3491509497281697;2023-10-23
2023-10-23;2023;43;Industrial;341484;3.9240491501798034;1.6691850862705133;2023-10-23
2023-10-30;2023;44;Agricultural;59596;3.1881334317739447;2.852540438955635;2023-10-30
2023-10-30;2023;44;Industrial;341484;4.597579974464397;1.727752984034391;2023-10-30
2023-11-06;2023;45;Agricultural;59596;3.3559299281830994;1.1745754748640849;2023-11-06
2023-11-06;2023;45;Industrial;341484;4.861135514401846;1.7863208817982688;2023-11-06
2023-11-13;2023;46;Agricultural;59596;4.36270890663803;2.01355795690986;2023-11-13
2023-11-13;2023;46;Industrial;341484;4.480444178936641;1.6691850862705133;2023-11-13
2023-11-20;2023;47;Agricultural;59596;3.6915229210014093;1.5101684676823948;2023-11-20
2023-11-20;2023;47;Industrial;341484;4.626863923346336;1.552049290742758;2023-11-20
2023-11-27;2023;48;Agricultural;59596;4.194912410228874;2.5169474461373245;2023-11-27
2023-11-27;2023;48;Industrial;341484;4.919703412165724;1.7863208817982688;2023-11-27
2023-12-04;2023;49;Agricultural;59596;3.3559299281830994;1.1745754748640849;2023-12-04
2023-12-04;2023;49;Industrial;341484;4.392592332290825;2.079160370617657;2023-12-04
2023-12-11;2023;50;Agricultural;59596;3.5237264245922546;1.5101684676823948;2023-12-11
2023-12-11;2023;50;Industrial;341484;4.480444178936641;2.108444319499596;2023-12-11
2023-12-18;2023;51;Agricultural;59596;5.369487885092959;3.3559299281830994;2023-12-18
2023-12-18;2023;51;Industrial;341484;5.1832589521031736;3.0455306837216383;2023-12-18
2023-12-25;2023;52;Agricultural;59596;4.866098395865494;2.5169474461373245;2023-12-25
2023-12-25;2023;52;Industrial;341484;4.392592332290825;3.836197303533987;2023-12-25
