WeekStart;Year;Week;Area;NO2_population_weighted_mean;PM25_population_weighted_mean;TimeLabel
2019-04-22;2019;17;Agricultural;10.237942312530523;12.562491939695178;2019-04-22
2019-04-22;2019;17;Industrial;18.379163008172384;11.266253389392503;2019-04-22
2019-04-29;2019;18;Agricultural;10.847533282452108;13.03707211673647;2019-04-29
2019-04-29;2019;18;Industrial;21.77194941775117;11.637946232388703;2019-04-29
2019-05-06;2019;19;Agricultural;11.913238773184608;12.824368864918807;2019-05-06
2019-05-06;2019;19;Industrial;24.085667158861355;13.323853927395406;2019-05-06
2019-05-13;2019;20;Agricultural;11.132143332832978;11.470745057579647;2019-05-13
2019-05-13;2019;20;Industrial;23.698533520694106;12.279061057653857;2019-05-13
2019-05-20;2019;21;Agricultural;11.956768224745613;18.009420778567307;2019-05-20
2019-05-20;2019;21;Industrial;22.368279199084295;16.543628028093796;2019-05-20
2019-05-27;2019;22;Agricultural;13.100273997509499;14.846174500049683;2019-05-27
2019-05-27;2019;22;Industrial;22.247256752770642;14.355112876552585;2019-05-27
2019-06-03;2019;23;Agricultural;14.446118262906529;16.69519256993173;2019-06-03
2019-06-03;2019;23;Industrial;22.12098976710907;20.295349061203854;2019-06-03
2019-06-10;2019;24;Agricultural;14.407143174269605;10.423021710497107;2019-06-10
2019-06-10;2019;24;Industrial;20.764933149527142;14.450736099083347;2019-06-10
2019-06-17;2019;25;Agricultural;18.855284705822662;10.39194117510259;2019-06-17
2019-06-17;2019;25;Industrial;21.78080728815061;12.741792574768729;2019-06-17
2019-06-24;2019;26;Agricultural;21.187321061232947;11.111165609929872;2019-06-24
2019-06-24;2019;26;Industrial;21.71829579668031;11.633957649470812;2019-06-24
2019-07-01;2019;27;Agricultural;18.78202525597414;10.015737943369619;2019-07-01
2019-07-01;2019;27;Industrial;24.388027414412736;14.026432316637413;2019-07-01
2019-07-08;2019;28;Agricultural;13.164532544603876;9.63371860709476;2019-07-08
2019-07-08;2019;28;Industrial;19.972849471843855;10.715162892935187;2019-07-08
2019-07-15;2019;29;Agricultural;19.623095072484602;13.394023640741908;2019-07-15
2019-07-15;2019;29;Industrial;21.035910360941813;13.125205212505128;2019-07-15
2019-07-22;2019;30;Agricultural;16.125376270885436;14.03243149533718;2019-07-22
2019-07-22;2019;30;Industrial;21.733590395409774;19.34942755493331;2019-07-22
2019-07-29;2019;31;Agricultural;15.694077340871084;11.024146030524507;2019-07-29
2019-07-29;2019;31;Industrial;20.041001609020835;11.69764468932826;2019-07-29
2019-08-05;2019;32;Agricultural;13.281949145554835;10.047736032152425;2019-08-05
2019-08-05;2019;32;Industrial;17.545287873693155;11.72095012207403;2019-08-05
2019-08-12;2019;33;Agricultural;12.08407960304188;6.938811451235421;2019-08-12
2019-08-12;2019;33;Industrial;14.708029796554753;8.311126667176922;2019-08-12
2019-08-19;2019;34;Agricultural;12.77600534464278;8.938792423630593;2019-08-19
2019-08-19;2019;34;Industrial;14.063451104600114;9.98921844242311;2019-08-19
2019-08-26;2019;35;Agricultural;13.984484891024678;15.14468802127709;2019-08-26
2019-08-26;2019;35;Industrial;21.420383051876517;13.823545194909956;2019-08-26
2019-09-02;2019;36;Agricultural;14.437951403497275;11.464990264208865;2019-09-02
2019-09-02;2019;36;Industrial;22.49052973850616;11.672573719555666;2019-09-02
2019-09-09;2019;37;Agricultural;17.59682704118631;14.218728660012642;2019-09-09
2019-09-09;2019;37;Industrial;27.70670723474591;12.607832345360716;2019-09-09
2019-09-16;2019;38;Agricultural;16.020496113083173;14.214367110150803;2019-09-16
2019-09-16;2019;38;Industrial;27.681431675953007;16.87889086779628;2019-09-16
2019-09-23;2019;39;Agricultural;18.35854984281084;19.02501495781157;2019-09-23
2019-09-23;2019;39;Industrial;29.270664480026557;18.431867728339494;2019-09-23
2019-09-30;2019;40;Agricultural;20.583065008868978;14.416332450311526;2019-09-30
2019-09-30;2019;40;Industrial;26.98063357237885;14.857832990345017;2019-09-30
2019-10-07;2019;41;Agricultural;21.019105195170372;21.081027998063412;2019-10-07
2019-10-07;2019;41;Industrial;26.92777801188319;20.28519528834668;2019-10-07
2019-10-14;2019;42;Agricultural;19.178584007932397;16.886335431302946;2019-10-14
2019-10-14;2019;42;Industrial;25.096625485135693;16.697720367486255;2019-10-14
2019-10-21;2019;43;Agricultural;19.399450736474016;17.742370459009255;2019-10-21
2019-10-21;2019;43;Industrial;23.71733924196285;14.680352230226717;2019-10-21
2019-10-28;2019;44;Agricultural;20.13536005513777;23.112954204783538;2019-10-28
2019-10-28;2019;44;Industrial;35.37108638575737;21.288849769396613;2019-10-28
2019-11-04;2019;45;Agricultural;26.271896861925125;15.211857580492055;2019-11-04
2019-11-04;2019;45;Industrial;33.350770928235605;14.447569226165035;2019-11-04
2019-11-11;2019;46;Agricultural;27.004331317111944;13.051962274602165;2019-11-11
2019-11-11;2019;46;Industrial;33.6990877772035;14.02283588417458;2019-11-11
2019-11-18;2019;47;Agricultural;24.73553172641687;12.190233764696183;2019-11-18
2019-11-18;2019;47;Industrial;28.152523307582694;12.775698539497549;2019-11-18
2019-11-25;2019;48;Agricultural;36.4799197457912;19.08444239604057;2019-11-25
2019-11-25;2019;48;Industrial;37.06200547978663;23.244513978529763;2019-11-25
2019-12-02;2019;49;Agricultural;42.790481757812415;26.918957202688393;2019-12-02
2019-12-02;2019;49;Industrial;42.37130550842392;29.472780802515267;2019-12-02
2019-12-09;2019;50;Agricultural;44.99390862944163;21.387837554995063;2019-12-09
2019-12-09;2019;50;Industrial;46.56649839742901;27.203426758592695;2019-12-09
2019-12-16;2019;51;Agricultural;34.98119396106107;20.975020983219768;2019-12-16
2019-12-16;2019;51;Industrial;33.639296012535056;26.12988865851005;2019-12-16
2019-12-23;2019;52;Agricultural;39.5205872341685;21.795607583134775;2019-12-23
2019-12-23;2019;52;Industrial;35.7089988209687;23.40944506410714;2019-12-23
2019-12-30;2019;1;Agricultural;34.38529768687751;34.540549940063045;2019-12-30
2019-12-30;2019;1;Industrial;37.51611409428294;40.89775579862386;2019-12-30
2023-01-02;2023;1;Agricultural;16.358034160613098;25.968008685693892;2023-01-02
2023-01-02;2023;1;Industrial;18.80133394837745;28.346804285645696;2023-01-02
2023-01-09;2023;2;Agricultural;33.33618564608347;36.13669556940375;2023-01-09
2023-01-09;2023;2;Industrial;29.835589533503903;22.69736056904156;2023-01-09
2023-01-16;2023;3;Agricultural;29.374148162470068;25.95598511873777;2023-01-16
2023-01-16;2023;3;Industrial;31.131358504413914;19.73035688563609;2023-01-16
2023-01-23;2023;4;Agricultural;29.432982690227956;27.258809456527977;2023-01-23
2023-01-23;2023;4;Industrial;30.330063910857472;20.04314926023225;2023-01-23
2023-01-30;2023;5;Agricultural;30.170339247735622;38.95600849022328;2023-01-30
2023-01-30;2023;5;Industrial;38.596573472621394;35.45315876026312;2023-01-30
2023-02-06;2023;6;Agricultural;29.392847263092815;34.258713845905426;2023-02-06
2023-02-06;2023;6;Industrial;34.31215759590915;26.33205737401313;2023-02-06
2023-02-13;2023;7;Agricultural;36.16465530245889;55.54743880388986;2023-02-13
2023-02-13;2023;7;Industrial;43.91197201091989;50.4397841229448;2023-02-13
2023-02-20;2023;8;Agricultural;26.021285474196816;52.44911496433724;2023-02-20
2023-02-20;2023;8;Industrial;33.504034126374414;51.67513752752266;2023-02-20
2023-02-27;2023;9;Agricultural;23.767195995402194;30.176692679838272;2023-02-27
2023-02-27;2023;9;Industrial;30.516998753335297;25.440586652628117;2023-02-27
2023-03-06;2023;10;Agricultural;21.86183670130604;24.01273108556301;2023-03-06
2023-03-06;2023;10;Industrial;30.6075316038933;20.03945642332412;2023-03-06
2023-03-13;2023;11;Agricultural;21.336089185588715;20.744209714464187;2023-03-13
2023-03-13;2023;11;Industrial;24.020210243914153;17.856846195529155;2023-03-13
2023-03-20;2023;12;Agricultural;21.79869650851253;28.600863895091777;2023-03-20
2023-03-20;2023;12;Industrial;26.729167109658476;25.832498508117897;2023-03-20
2023-03-27;2023;13;Agricultural;21.46433808766007;15.82656020600902;2023-03-27
2023-03-27;2023;13;Industrial;25.96354384590058;14.341427936949975;2023-03-27
2023-04-03;2023;14;Agricultural;18.30628756700711;18.15262217444052;2023-04-03
2023-04-03;2023;14;Industrial;19.208112623380366;14.23771512254011;2023-04-03
2023-04-10;2023;15;Agricultural;15.706938569112669;12.316660257213822;2023-04-10
2023-04-10;2023;15;Industrial;20.656107242315947;10.556873718181757;2023-04-10
2023-04-17;2023;16;Agricultural;17.08082114652009;13.509230674437331;2023-04-17
2023-04-17;2023;16;Industrial;19.09664407980026;8.453963433455199;2023-04-17
2023-04-24;2023;17;Agricultural;12.500041856205872;12.116086168542406;2023-04-24
2023-04-24;2023;17;Industrial;16.8262077385811;9.369146506252187;2023-04-24
2023-05-01;2023;18;Agricultural;13.672165410626377;14.603596234216282;2023-05-01
2023-05-01;2023;18;Industrial;17.58462954166638;11.834928389659028;2023-05-01
2023-05-08;2023;19;Agricultural;9.498774059350826;8.360702759322567;2023-05-08
2023-05-08;2023;19;Industrial;16.984337724382495;6.416700248304056;2023-05-08
2023-05-15;2023;20;Agricultural;12.874667646852604;9.645490684338343;2023-05-15
2023-05-15;2023;20;Industrial;20.43169966526967;8.290551327603591;2023-05-15
2023-05-22;2023;21;Agricultural;14.482424217958226;13.51476971650388;2023-05-22
2023-05-22;2023;21;Industrial;17.485098241293922;9.363221848013225;2023-05-22
2023-05-29;2023;22;Agricultural;15.768495025060606;14.645756269400989;2023-05-29
2023-05-29;2023;22;Industrial;16.003029549554494;10.452826945105597;2023-05-29
2023-06-05;2023;23;Agricultural;15.165535345122477;12.600283857314954;2023-06-05
2023-06-05;2023;23;Industrial;16.041481353188512;10.571221937183187;2023-06-05
2023-06-12;2023;24;Agricultural;15.0554031687485;10.97104272944956;2023-06-12
2023-06-12;2023;24;Industrial;14.481517424154086;9.042015344093176;2023-06-12
2023-06-19;2023;25;Agricultural;17.977452040649386;16.213434779744997;2023-06-19
2023-06-19;2023;25;Industrial;18.771400748684748;12.727262087674651;2023-06-19
2023-06-26;2023;26;Agricultural;14.819034162737779;17.437539704966866;2023-06-26
2023-06-26;2023;26;Industrial;14.684044278031951;11.960333512816467;2023-06-26
2023-07-03;2023;27;Agricultural;12.484070632878582;12.415071208666998;2023-07-03
2023-07-03;2023;27;Industrial;12.538822802131849;8.5968051430492;2023-07-03
2023-07-10;2023;28;Agricultural;15.376273055439288;18.161367359383334;2023-07-10
2023-07-10;2023;28;Industrial;14.980374462408;13.881525698097935;2023-07-10
2023-07-17;2023;29;Agricultural;11.21242640637914;16.218793223968945;2023-07-17
2023-07-17;2023;29;Industrial;14.1714893184671;14.990881513694449;2023-07-17
2023-07-24;2023;30;Agricultural;10.688953148670269;10.676714988983532;2023-07-24
2023-07-24;2023;30;Industrial;13.874698279705601;7.392449447489179;2023-07-24
2023-07-31;2023;31;Agricultural;9.728169439020606;9.70841097269998;2023-07-31
2023-07-31;2023;31;Industrial;11.265744071912149;7.841307043055374;2023-07-31
2023-08-07;2023;32;Agricultural;12.278814598254787;10.390730868845598;2023-08-07
2023-08-07;2023;32;Industrial;11.428210590305168;6.73157011159964;2023-08-07
2023-08-14;2023;33;Agricultural;11.77339092633945;18.041809462902016;2023-08-14
2023-08-14;2023;33;Industrial;10.241846607082838;13.039222780868242;2023-08-14
2023-08-21;2023;34;Agricultural;15.350035163462294;22.588759590276613;2023-08-21
2023-08-21;2023;34;Industrial;14.260926964654399;14.974916231677286;2023-08-21
2023-08-28;2023;35;Agricultural;14.048640310713276;12.691039584922418;2023-08-28
2023-08-28;2023;35;Industrial;16.518025108204323;8.050269996364609;2023-08-28
2023-09-04;2023;36;Agricultural;18.1756579604342;20.178830108422442;2023-09-04
2023-09-04;2023;36;Industrial;17.9763502390441;11.931395287024397;2023-09-04
2023-09-11;2023;37;Agricultural;18.390788447687182;25.09459714995358;2023-09-11
2023-09-11;2023;37;Industrial;19.354751773110454;17.925066791733258;2023-09-11
2023-09-18;2023;38;Agricultural;14.47927437911524;13.188476157897757;2023-09-18
2023-09-18;2023;38;Industrial;14.505961698070502;7.661450366625741;2023-09-18
2023-09-25;2023;39;Agricultural;23.890526899517486;23.843523655130358;2023-09-25
2023-09-25;2023;39;Industrial;20.302812969428423;13.297474432227398;2023-09-25
2023-10-02;2023;40;Agricultural;23.80016530014299;34.74230600073514;2023-10-02
2023-10-02;2023;40;Industrial;23.21163813799395;22.792170105426333;2023-10-02
2023-10-09;2023;41;Agricultural;24.344580258743594;27.655215346992197;2023-10-09
2023-10-09;2023;41;Industrial;27.455478165362273;20.024861272112435;2023-10-09
2023-10-16;2023;42;Agricultural;20.776392462483454;13.779611140974676;2023-10-16
2023-10-16;2023;42;Industrial;22.82169509530897;8.85790080184376;2023-10-16
2023-10-23;2023;43;Agricultural;19.2498634892778;15.776235023658318;2023-10-23
2023-10-23;2023;43;Industrial;22.68142538188752;10.031007569158167;2023-10-23
2023-10-30;2023;44;Agricultural;15.37832804642002;8.404749510792316;2023-10-30
2023-10-30;2023;44;Industrial;19.647748586999022;5.567206716556119;2023-10-30
2023-11-06;2023;45;Agricultural;26.419046273416637;21.654087141646077;2023-11-06
2023-11-06;2023;45;Industrial;27.644809536384773;10.145495802152425;2023-11-06
2023-11-13;2023;46;Agricultural;33.17840772193882;27.646735747112025;2023-11-13
2023-11-13;2023;46;Industrial;34.6215386191688;18.154719320387684;2023-11-13
2023-11-20;2023;47;Agricultural;35.219874261407945;28.666002349896633;2023-11-20
2023-11-20;2023;47;Industrial;33.53190424174663;18.665606630129844;2023-11-20
2023-11-27;2023;48;Agricultural;32.13543117203751;22.794588013827422;2023-11-27
2023-11-27;2023;48;Industrial;36.26893374157172;18.83645585400819;2023-11-27
2023-12-04;2023;49;Agricultural;32.02598654227371;31.447077395736617;2023-12-04
2023-12-04;2023;49;Industrial;33.66567573685258;25.4739627989766;2023-12-04
2023-12-11;2023;50;Agricultural;31.786587741868317;34.07118742019169;2023-12-11
2023-12-11;2023;50;Industrial;35.490764692466506;25.19457829465872;2023-12-11
2023-12-18;2023;51;Agricultural;33.28754682264655;34.693916402321;2023-12-18
2023-12-18;2023;51;Industrial;38.625774492588604;22.78327711624334;2023-12-18
2023-12-25;2023;52;Agricultural;26.574128402941408;42.643278891936625;2023-12-25
2023-12-25;2023;52;Industrial;28.79923309543244;36.147771351062154;2023-12-25
