WeekStart;Year;Week;Area;Population;Respiratory_rate_per_10000;Cardiocirculatory_rate_per_10000;NO2_population_weighted_mean;PM25_population_weighted_mean;TimeLabel
2017-11-27;2017;48;Industrial;338533;1.3292647984096086;4.37180422588049;43.31629784140056;21.830237271656575;2017-11-27
2017-12-04;2017;49;Agricultural;60562;1.3209603381658466;4.12800105676827;44.145041445130616;29.752565257799564;2017-12-04
2017-12-04;2017;49;Industrial;338533;1.0338726209852511;4.342265008138054;59.44543819530571;35.69160465892542;2017-12-04
2017-12-11;2017;50;Agricultural;60562;0.8256002113536541;5.448961394934117;39.52836644383324;23.595434666716987;2017-12-11
2017-12-11;2017;50;Industrial;338533;1.4474216693793516;3.8991767420015186;53.896824112103864;32.0869866664191;2017-12-11
2017-12-18;2017;51;Agricultural;60562;2.3116805917902314;4.458241141309732;53.86379436421707;38.69542192888515;2017-12-18
2017-12-18;2017;51;Industrial;338533;1.713274629061273;5.169363104926255;58.560825680214336;39.44125599065886;2017-12-18
2017-12-25;2017;52;Agricultural;60562;2.3116805917902314;5.448961394934117;35.61465864969547;24.034587931140226;2017-12-25
2017-12-25;2017;52;Industrial;338533;1.8905099355158876;3.5742453468347253;38.422986111081805;27.86125598221908;2017-12-25
2018-01-01;2018;1;Agricultural;60224;2.98884165781084;4.649309245483528;36.04442154053438;23.089008178988916;2018-01-01
2018-01-01;2018;1;Industrial;338804;1.918513358756095;4.89958796236172;45.60188334764137;32.59094006311277;2018-01-01
2018-01-08;2018;2;Agricultural;60224;2.98884165781084;4.483262486716259;30.20309060459997;26.084795335509337;2018-01-08
2018-01-08;2018;2;Industrial;338804;1.9480289488908042;5.22425945384352;36.179851561880696;28.7982221495108;2018-01-08
2018-01-15;2018;3;Agricultural;60224;2.1586078639744954;5.313496280552603;39.446335822453314;26.489354030666465;2018-01-15
2018-01-15;2018;3;Industrial;338804;1.4462639166007487;4.1616982089939905;47.98328089396819;34.95163954886686;2018-01-15
2018-01-22;2018;4;Agricultural;60224;2.6567481402763016;3.6530286928799147;38.29212985805374;28.71812376650979;2018-01-22
2018-01-22;2018;4;Industrial;338804;1.8299665883519676;4.486369700475791;40.26052462696511;42.24951510101921;2018-01-22
2018-01-29;2018;5;Agricultural;60224;1.49442082890542;4.151168969181722;31.959501195536664;19.555682594504326;2018-01-29
2018-01-29;2018;5;Industrial;338804;1.8594821784866766;5.342321814382357;39.17638520881015;33.35010254559315;2018-01-29
2018-02-05;2018;6;Agricultural;60224;0.9962805526036131;2.8227948990435707;32.534564293304996;31.865098868984365;2018-02-05
2018-02-05;2018;6;Industrial;338804;1.357717146196621;4.515885290610501;39.82254455589157;32.82500796920933;2018-02-05
2018-02-12;2018;7;Agricultural;60224;1.8265143464399574;3.819075451647184;35.7999138928951;32.10388122438136;2018-02-12
2018-02-12;2018;7;Industrial;338804;1.5052950968701668;4.102667028724572;40.35967504178564;34.34114076912568;2018-02-12
2018-02-19;2018;8;Agricultural;60224;0.6641870350690754;3.6530286928799147;23.594597787308334;22.216864183239718;2018-02-19
2018-02-19;2018;8;Industrial;338804;1.8004509982172583;4.752010011688174;40.73630130863694;31.60612794249351;2018-02-19
2018-02-26;2018;9;Agricultural;60224;1.162327311370882;2.324654622741764;27.119876983072718;32.42683268179748;2018-02-26
2018-02-26;2018;9;Industrial;338804;1.5052950968701668;4.397822930071664;56.75430354170215;37.4602235257806;2018-02-26
2018-03-05;2018;10;Agricultural;60224;1.8265143464399574;3.154888416578108;34.554963849248516;34.240675288446944;2018-03-05
2018-03-05;2018;10;Industrial;338804;1.6233574574090035;4.840556782092301;49.458591566636926;29.417498865758034;2018-03-05
2018-03-12;2018;11;Agricultural;60224;2.4907013815090333;2.8227948990435707;19.25602607408532;23.666348015029605;2018-03-12
2018-03-12;2018;11;Industrial;338804;1.8889977686213857;4.663463241284046;35.66428997296372;18.908209887891356;2018-03-12
2018-03-19;2018;12;Agricultural;60224;1.6604675876726886;3.3209351753453773;16.068240710869897;23.014230207226355;2018-03-19
2018-03-19;2018;12;Industrial;338804;1.5348106870048759;4.132182618859281;37.7335674903484;21.671152474165428;2018-03-19
2018-03-26;2018;13;Agricultural;60224;1.3283740701381508;3.9851222104144526;18.41431773758919;30.225218707302265;2018-03-26
2018-03-26;2018;13;Industrial;338804;1.2101391955230751;4.89958796236172;32.08750373161389;23.53679539961579;2018-03-26
2018-04-02;2018;14;Agricultural;60224;1.6604675876726886;2.8227948990435707;17.384560023531197;24.150915154850463;2018-04-02
2018-04-02;2018;14;Industrial;338804;1.328201556061912;4.220729389263409;33.874473652697645;20.940736489871092;2018-04-02
2018-04-09;2018;15;Agricultural;60224;2.1586078639744954;3.154888416578108;15.531069957871564;20.977543361925004;2018-04-09
2018-04-09;2018;15;Industrial;338804;1.4757795067354578;3.925573487916317;27.243138089110097;19.58239825132778;2018-04-09
2018-04-16;2018;16;Agricultural;60224;1.162327311370882;3.6530286928799147;20.98300724912707;22.052243054501293;2018-04-16
2018-04-16;2018;16;Industrial;338804;1.0330456547148203;4.220729389263409;30.78984355893926;18.295669894266723;2018-04-16
2018-04-23;2018;17;Agricultural;60224;1.49442082890542;3.3209351753453773;17.494687689767723;26.117580081979657;2018-04-23
2018-04-23;2018;17;Industrial;338804;1.5938418672742944;3.807511127377481;28.202819118344024;24.379287982769643;2018-04-23
2018-04-30;2018;18;Agricultural;60224;1.49442082890542;4.649309245483528;13.943812386139367;24.231153692879918;2018-04-30
2018-04-30;2018;18;Industrial;338804;1.328201556061912;3.2171993246832975;22.39313378826696;19.866052348850666;2018-04-30
2018-05-07;2018;19;Agricultural;60224;1.8265143464399574;3.154888416578108;13.359388520950358;17.24102398664035;2018-05-07
2018-05-07;2018;19;Industrial;338804;1.357717146196621;4.486369700475791;22.79794546193585;14.149508691919644;2018-05-07
2018-05-14;2018;20;Agricultural;60224;1.3283740701381508;4.151168969181722;11.240983423789283;12.038247684833763;2018-05-14
2018-05-14;2018;20;Industrial;338804;1.2691703757924935;3.3647772753568432;24.754800204753867;12.149375871764036;2018-05-14
2018-05-21;2018;21;Agricultural;60224;1.3283740701381508;4.981402763018067;16.55811162137544;24.60543731972066;2018-05-21
2018-05-21;2018;21;Industrial;338804;1.180623605388366;4.1616982089939905;20.617837283081492;18.657015349793475;2018-05-21
2018-05-28;2018;22;Agricultural;60224;1.6604675876726886;3.819075451647184;17.09245412365265;28.208609287232427;2018-05-28
2018-05-28;2018;22;Industrial;338804;1.2101391955230751;3.305746095087425;21.121821339603006;25.499230908051345;2018-05-28
2018-06-04;2018;23;Agricultural;60224;1.8265143464399574;3.9851222104144526;13.234288418475785;22.315353632154245;2018-06-04
2018-06-04;2018;23;Industrial;338804;0.9740144744454021;3.4828396358956804;22.830918297473296;23.121933119359362;2018-06-04
2018-06-11;2018;24;Agricultural;60224;1.162327311370882;4.317215727948991;21.023590500227723;20.22880768938819;2018-06-11
2018-06-11;2018;24;Industrial;338804;1.2691703757924935;3.6009019964345166;22.938860225971357;19.868432570369382;2018-06-11
2018-06-18;2018;25;Agricultural;60224;0.8302337938363443;2.8227948990435707;18.508872827159557;8.454600444056476;2018-06-18
2018-06-18;2018;25;Industrial;338804;1.2396547856577844;3.5418708161650985;19.5484719357336;9.799043526219121;2018-06-18
2018-06-25;2018;26;Agricultural;60224;1.3283740701381508;2.98884165781084;18.705742371337482;8.427345054653104;2018-06-25
2018-06-25;2018;26;Industrial;338804;0.9444988843106928;3.3352616852221346;20.18635806290025;9.917681440765582;2018-06-25
2018-07-02;2018;27;Agricultural;60224;1.49442082890542;3.6530286928799147;15.23199934530135;12.835703848489448;2018-07-02
2018-07-02;2018;27;Industrial;338804;1.0625612448495296;3.187683734548589;19.183874452485806;14.096826736739489;2018-07-02
2018-07-09;2018;28;Agricultural;60224;1.49442082890542;3.3209351753453773;13.849896576590254;11.44843299301655;2018-07-09
2018-07-09;2018;28;Industrial;338804;1.5643262771395852;3.3647772753568432;19.970046946654367;13.086068304135386;2018-07-09
2018-07-16;2018;29;Agricultural;60224;1.162327311370882;3.154888416578108;16.19894180772734;14.142935422043418;2018-07-16
2018-07-16;2018;29;Industrial;338804;1.3872327363313302;4.073151438589863;20.732441470584764;11.87545095605213;2018-07-16
2018-07-23;2018;30;Agricultural;60224;0.8302337938363443;1.49442082890542;15.418716790648247;13.080629933960832;2018-07-23
2018-07-23;2018;30;Industrial;338804;1.6233574574090035;3.305746095087425;18.082014337830383;10.735095048633259;2018-07-23
2018-07-30;2018;31;Agricultural;60224;0.9962805526036131;3.819075451647184;14.860889109230301;14.38202614999241;2018-07-30
2018-07-30;2018;31;Industrial;338804;1.2101391955230751;3.3352616852221346;17.726950896177645;11.167726135802074;2018-07-30
2018-08-06;2018;32;Agricultural;60224;1.49442082890542;1.9925611052072263;13.888505057309853;17.70388407089722;2018-08-06
2018-08-06;2018;32;Industrial;338804;1.4757795067354578;3.5713864062998075;16.34509940007455;16.37342955977919;2018-08-06
2018-08-13;2018;33;Agricultural;60224;0.9962805526036131;1.8265143464399574;16.41616322870806;10.214603575223927;2018-08-13
2018-08-13;2018;33;Industrial;338804;1.180623605388366;4.102667028724572;14.530786278455137;8.245629162752337;2018-08-13
2018-08-20;2018;34;Agricultural;60224;1.49442082890542;2.6567481402763016;14.937056417944437;10.578703791559132;2018-08-20
2018-08-20;2018;34;Industrial;338804;0.8264365237718563;3.453324045760971;15.291076172148413;9.611107644200525;2018-08-20
2018-08-27;2018;35;Agricultural;60224;1.3283740701381508;3.3209351753453773;14.106289376802794;11.221473166843783;2018-08-27
2018-08-27;2018;35;Industrial;338804;1.0920768349842387;2.8334966529320784;20.3250839929365;8.55227759159531;2018-08-27
2018-09-03;2018;36;Agricultural;60224;1.9925611052072263;2.98884165781084;15.572490796265372;23.06815033399119;2018-09-03
2018-09-03;2018;36;Industrial;338804;1.0625612448495296;3.305746095087425;21.694730666023506;12.112898818870415;2018-09-03
2018-09-10;2018;37;Agricultural;60224;1.162327311370882;1.9925611052072263;20.111352854106574;41.79360862304539;2018-09-10
2018-09-10;2018;37;Industrial;338804;1.4462639166007487;3.7189643569733533;24.51758538860226;22.494295058078247;2018-09-10
2018-09-17;2018;38;Agricultural;60224;1.9925611052072263;2.8227948990435707;20.608963678457567;29.445088336875664;2018-09-17
2018-09-17;2018;38;Industrial;338804;0.9740144744454021;3.866542307646899;25.969476663287832;21.159223537586836;2018-09-17
2018-09-24;2018;39;Agricultural;60224;1.3283740701381508;2.4907013815090333;22.219357019508124;17.974599590101715;2018-09-24
2018-09-24;2018;39;Industrial;338804;1.2691703757924935;3.423808455626262;27.904345622500664;10.834463920985922;2018-09-24
2018-10-01;2018;40;Agricultural;60224;1.49442082890542;2.324654622741764;26.307700774252314;17.063776187945955;2018-10-01
2018-10-01;2018;40;Industrial;338804;1.151108015253657;3.659933176703935;32.71655731843274;18.3919957092765;2018-10-01
2018-10-08;2018;41;Agricultural;60224;0.6641870350690754;3.819075451647184;23.658181123804464;26.915588944132384;2018-10-08
2018-10-08;2018;41;Industrial;338804;1.357717146196621;3.5713864062998075;28.711945676134707;23.97786119914253;2018-10-08
2018-10-15;2018;42;Agricultural;60224;1.49442082890542;3.6530286928799147;26.804301559890693;26.901377713678453;2018-10-15
2018-10-15;2018;42;Industrial;338804;1.7709354080825492;3.7189643569733533;32.741392832265426;24.17056384896788;2018-10-15
2018-10-22;2018;43;Agricultural;60224;0.9962805526036131;3.154888416578108;24.716542052527707;14.124824464855015;2018-10-22
2018-10-22;2018;43;Industrial;338804;1.2986859659272025;4.633947651149337;37.0324073589956;15.862871411536718;2018-10-22
2018-10-29;2018;44;Agricultural;60224;1.3283740701381508;2.324654622741764;18.767841249810232;25.935075717321997;2018-10-29
2018-10-29;2018;44;Industrial;338804;1.4167483264660392;3.5418708161650985;24.100786759137605;21.76494247833134;2018-10-29
2018-11-05;2018;45;Agricultural;60224;0.8302337938363443;2.98884165781084;20.897694322149693;20.76389099741916;2018-11-05
2018-11-05;2018;45;Industrial;338804;1.5643262771395852;3.2171993246832975;26.364197251845564;18.99024973562464;2018-11-05
2018-11-12;2018;46;Agricultural;60224;1.8265143464399574;3.154888416578108;25.931189511537877;21.361469561257024;2018-11-12
2018-11-12;2018;46;Industrial;338804;1.0625612448495296;4.132182618859281;28.485724110189288;24.888238796303636;2018-11-12
2018-11-19;2018;47;Agricultural;60224;1.3283740701381508;3.4869819341126465;23.317358290951876;26.46117115151055;2018-11-19
2018-11-19;2018;47;Industrial;338804;1.5643262771395852;3.5713864062998075;30.833100089896057;28.913904710182205;2018-11-19
2018-11-26;2018;48;Agricultural;60224;1.162327311370882;4.649309245483528;27.543606013739183;33.60681550781843;2018-11-26
2018-11-26;2018;48;Industrial;338804;1.4462639166007487;4.368307339936955;38.86117072323316;36.10701720505914;2018-11-26
2018-12-03;2018;49;Agricultural;60224;0.3320935175345377;4.649309245483528;28.608685431531807;35.84361241839988;2018-12-03
2018-12-03;2018;49;Industrial;338804;1.357717146196621;4.456854110341082;47.14975135223568;39.7480658855436;2018-12-03
2018-12-10;2018;50;Agricultural;60224;0.8302337938363443;2.6567481402763016;32.08517155002277;24.08633245407621;2018-12-10
2018-12-10;2018;50;Industrial;338804;1.6233574574090035;4.043635848455154;52.2825623158438;27.876543032887117;2018-12-10
2018-12-17;2018;51;Agricultural;60224;1.6604675876726886;2.8227948990435707;33.157786169728254;34.96156254744193;2018-12-17
2018-12-17;2018;51;Industrial;338804;2.0956068995643498;3.7484799471080628;50.35971092431022;46.9270475808179;2018-12-17
2018-12-24;2018;52;Agricultural;60224;2.1586078639744954;3.3209351753453773;32.79794268065887;33.84147515940489;2018-12-24
2018-12-24;2018;52;Industrial;338804;2.2136692601031864;4.073151438589863;43.31191510641635;38.022112236826345;2018-12-24
2018-12-31;2018;1;Agricultural;60224;1.6604675876726886;2.6567481402763016;35.474802066158766;27.183674423196987;2018-12-31
2018-12-31;2018;1;Industrial;338804;1.2986859659272025;3.423808455626262;46.30521905235131;30.63512429949441;2018-12-31
2019-01-07;2019;2;Agricultural;60103;1.8301915045837978;3.3276209174250866;37.8281086515767;30.29093389681048;2019-01-07
2019-01-07;2019;2;Industrial;340591;2.055251019551309;3.699451835192357;54.20699615835834;35.03034641046215;2019-01-07
2019-01-14;2019;3;Agricultural;60103;2.495715688068815;3.82676405503885;31.33864057178035;21.98006042008837;2019-01-14
2019-01-14;2019;3;Industrial;340591;2.055251019551309;3.7288125640430896;47.360081614437426;28.779248843501865;2019-01-14
2019-01-21;2019;4;Agricultural;60103;1.9965725504550522;3.6603830091675955;33.64599413863344;37.30223354669722;2019-01-21
2019-01-21;2019;4;Industrial;340591;2.55438341001377;4.286666412207016;38.98168553233308;38.22934755846665;2019-01-21
2019-01-28;2019;5;Agricultural;60103;2.1629535963263065;4.825050330266376;33.606236199286464;23.9607316963023;2019-01-28
2019-01-28;2019;5;Industrial;340591;2.965433613924032;4.374748598759216;42.00248614068739;28.788956339337883;2019-01-28
2019-02-04;2019;6;Agricultural;60103;2.1629535963263065;3.9931451009101044;44.40638570454054;38.38251953194635;2019-02-04
2019-02-04;2019;6;Industrial;340591;2.6718263254167023;3.9930591236996866;52.15339684758049;34.790645000685785;2019-02-04
2019-02-11;2019;7;Agricultural;60103;1.8301915045837978;4.825050330266376;41.37880780850018;35.55011515945247;2019-02-11
2019-02-11;2019;7;Industrial;340591;2.5250226811630374;4.374748598759216;51.468810097741866;30.608020847795242;2019-02-11
2019-02-18;2019;8;Agricultural;60103;2.1629535963263065;3.4940019632963413;36.11844500274528;33.228329462993294;2019-02-18
2019-02-18;2019;8;Industrial;340591;1.8203651887454455;3.7288125640430896;49.86897820888648;42.17087902247228;2019-02-18
2019-02-25;2019;9;Agricultural;60103;2.495715688068815;2.9948588256825786;42.04363247853091;36.668003261068506;2019-02-25
2019-02-25;2019;9;Industrial;340591;1.4386757136859165;3.640730377490891;57.23027216976205;39.0701046122769;2019-02-25
2019-03-04;2019;10;Agricultural;60103;0.9982862752275261;2.1629535963263065;29.204478027006022;21.229484622826053;2019-03-04
2019-03-04;2019;10;Industrial;340591;1.5561186290888487;4.345387869908483;43.37955885085463;22.197694176131655;2019-03-04
2019-03-11;2019;11;Agricultural;60103;1.6638104587125433;4.325907192652613;27.042147884227315;17.533902514968354;2019-03-11
2019-03-11;2019;11;Industrial;340591;1.6735615444917804;3.4939267332372257;38.32672153487824;20.498281348764774;2019-03-11
2019-03-18;2019;12;Agricultural;60103;0.6655241834850174;2.495715688068815;29.850067859697997;23.39944761492771;2019-03-18
2019-03-18;2019;12;Industrial;340591;1.4386757136859165;3.8462554794460218;38.33313337278856;18.82155178163;2019-03-18
2019-03-25;2019;13;Agricultural;60103;1.3310483669700348;2.9948588256825786;28.548356749484814;21.935643811457;2019-03-25
2019-03-25;2019;13;Industrial;340591;1.8497259175961784;3.963698394848954;36.85637377382256;19.536105517426222;2019-03-25
2019-04-01;2019;14;Agricultural;60103;2.495715688068815;3.82676405503885;19.674001060084947;19.753879649458902;2019-04-01
2019-04-01;2019;14;Industrial;340591;1.8497259175961784;3.7288125640430896;31.745183854786866;17.698906145074716;2019-04-01
2019-04-08;2019;15;Agricultural;60103;1.6638104587125433;2.495715688068815;14.333483710107174;21.676712120383815;2019-04-08
2019-04-08;2019;15;Industrial;340591;1.6148400867903143;3.904976937147488;30.117190497022612;20.13189384670428;2019-04-08
2019-04-15;2019;16;Agricultural;60103;1.9965725504550522;2.1629535963263065;17.593881693568896;20.697711785244852;2019-04-15
2019-04-15;2019;16;Industrial;340591;1.4386757136859165;3.611369648640158;26.99856216316428;17.34239810883351;2019-04-15
