BSA;Municipality;Area;Province;INDEX_MEDIAN;INDEX_Q25;INDEX_Q75;INDEX_IQR;CI_LOW_MEDIAN;CI_HIGH_MEDIAN;AVG_STDEFF;2016INDEX;2016STDEFF;2017INDEX;2017STDEFF;2018INDEX;2018STDEFF;2019INDEX;2019STDEFF;2023INDEX;2023STDEFF
19007;BORDOLANO;Agricultural;CR;-0.1132354104509737;-0.1593912250199002;-0.073331184204692;0.0860600408152081;-0.152242579530346;-0.0767112321514399;-5.8192541705857486e-05;-0.1593912250199002;-8.469710489186363e-05;-0.073331184204692;-3.8966807120666776e-05;-0.1939431232510553;-0.0001030570609541;-0.1132354104509737;-6.017103340936039e-05;0.0252485451629639;1.3416669904890315e-05
19085;ROBECCO D'OGLIO;Agricultural;CR;-0.1196150042719648;-0.1343383446301946;-0.0723500425969536;0.0619883020332409;-0.1531215436003893;-0.0957727613296406;-5.882185490728238e-05;-0.1343383446301946;-7.109288604804406e-05;-0.0723500425969536;-3.828832381662217e-05;-0.1687877344099012;-8.932360706101642e-05;-0.1196150042719648;-6.330122983174421e-05;-0.0576128428373325;-3.048928247670192e-05
19047;GENIVOLTA;Agricultural;CR;-0.0820850235661158;-0.1146920068668895;-0.0592181464840573;0.0554738603828321;-0.1177850083310371;-0.0482865292727247;-5.922191791812886e-05;-0.0592181464840573;-3.140134509002034e-05;-0.0525385288952329;-2.785938353116564e-05;-0.1146920068668895;-6.081704699342854e-05;-0.2378242365609023;-0.0001261088254035;-0.0820850235661158;-4.3526810788247714e-05
17020;BORGO SAN GIACOMO;Agricultural;BS;-0.1047497949091761;-0.1354280760676871;-0.0572400337407667;0.0781880423269203;-0.127556483186891;-0.0798395855388304;-5.977832863136252e-05;-0.1047497949091761;-6.216018902988314e-05;-0.0572400337407667;-3.396723833546314e-05;-0.1670653626927225;-9.913887194338304e-05;-0.1354280760676871;-8.03650225945425e-05;-0.0326451023244894;-1.9372203352550223e-05
19032;CORTE DE' CORTESI CON CIGNONE;Agricultural;CR;-0.1219640855436742;-0.1590363082918514;-0.1157792252048667;0.0432570830869847;-0.1688453723648988;-0.0892921470949661;-6.044139029785047e-05;-0.1590363082918514;-8.439750375103966e-05;-0.1157792252048667;-6.144194308555211e-05;-0.179457818504814;-9.523470345780354e-05;-0.1219640855436742;-6.472411569469395e-05;-0.0175490395029613;-9.313006281007968e-06
19098;SORESINA;Agricultural;CR;-0.1195574540374731;-0.124389994112505;-0.1095830647579987;0.0148069293545063;-0.156210043876274;-0.0800106135215032;-6.0932414518160016e-05;-0.124389994112505;-6.578336777132268e-05;-0.1095830647579987;-5.7952801515353305e-05;-0.1549818595466124;-8.196167550412441e-05;-0.1195574540374731;-6.322770585199684e-05;-0.050548620866283;-2.673262746979001e-05
19004;AZZANELLO;Agricultural;CR;-0.1054627732558859;-0.1645062458187762;-0.0922431137090043;0.0722631321097719;-0.14906562979353;-0.0672465831860696;-6.227993134930884e-05;-0.1645062458187762;-8.742889392273544e-05;-0.1054627732558859;-5.6049678944905e-05;-0.1794048234174123;-9.534685385985232e-05;-0.0922431137090043;-4.902393844961767e-05;-0.0081046493558373;-4.3073523247816106e-06
19027;CASTELVISCONTI;Agricultural;CR;-0.1267443714410861;-0.1528933638110018;-0.107537821155556;0.0453555426554458;-0.1506556388260438;-0.102793330769767;-6.249763230653093e-05;-0.1267443714410861;-6.727858434590584e-05;-0.107537821155556;-5.708340016773038e-05;-0.1528933638110018;-8.115890922235825e-05;-0.1908717540596499;-0.0001013184094761;-0.0079686998105638;-4.229980258363171e-06
19016;CASALBUTTANO ED UNITI;Agricultural;CR;-0.1179901730821554;-0.1411473846899537;-0.0878674219983686;0.0532799626915851;-0.1558190863762699;-0.0816711515844762;-6.460545380187113e-05;-0.0878674219983686;-4.666895569212308e-05;-0.1411473846899537;-7.496729090543871e-05;-0.1694234225125088;-8.99853450611896e-05;-0.1179901730821554;-6.266792984170553e-05;-0.0758012912463375;-4.02603065719704e-05
17117;NAVE;Industrial;BS;-0.1053049963124766;-0.141549772897043;-0.0875033576198139;0.0540464152772291;-0.1526761868994089;-0.0610894885800562;-6.720799421645173e-05;-0.1053049963124766;-6.21355330647241e-05;-0.0875033576198139;-5.1631675757168966e-05;-0.141549772897043;-8.352169677537125e-05;-0.1856141966557919;-0.0001095217069202;-0.0138000472402867;-8.142803338091203e-06
17023;BOTTICINO;Industrial;BS;-0.1035328354967548;-0.17182213029829;-0.0477611391620757;0.1240609911362142;-0.1461264099859739;-0.0675234415858205;-6.914586063272146e-05;-0.1035328354967548;-6.142720312017032e-05;-0.0328214343412524;-1.9473409368086123e-05;-0.17182213029829;-0.0001019436056933;-0.2111026884650645;-0.0001252488229476;-0.0477611391620757;-2.8337317281279344e-05
17057;COLLEBEATO;Industrial;BS;-0.0887379773269535;-0.1225562385626558;-0.0874722449931822;0.0350839935694736;-0.1366975940726515;-0.0477108508551341;-7.047115732066806e-05;-0.0887379773269535;-5.254434591498497e-05;-0.0448972105378892;-2.6585016873217088e-05;-0.0874722449931822;-5.179487270569638e-05;-0.2356654647723308;-0.0001395431968461;-0.1225562385626558;-7.256898139388331e-05
19003;ANNICCO;Agricultural;CR;-0.1489995328039717;-0.159591546724766;-0.1021797791383171;0.0574117675864489;-0.1870594667457274;-0.1119332962645558;-7.05316324228923e-05;-0.1489995328039717;-7.919188979018523e-05;-0.0780381706343663;-4.1476729283652674e-05;-0.1619352594749948;-8.60670516937704e-05;-0.159591546724766;-8.482140109851823e-05;-0.1021797791383171;-5.430775246490582e-05
17159;QUINZANO D'OGLIO;Agricultural;BS;-0.1690767976804197;-0.1798297959559688;-0.0399042669693253;0.1399255289866435;-0.2070101626578965;-0.1286661902713808;-7.321999341535428e-05;-0.1798297959559688;-0.0001058489366675;-0.0399042669693253;-2.348809132687432e-05;-0.1933565105497857;-0.0001138107553124;-0.1690767976804197;-9.951971734813416e-05;-0.0136797831282144;-8.05208342184139e-06
