WeekStart;Year;Week;Area;Population;Cardiocirculatory_rate_per_10000;Respiratory_rate_per_10000;TimeLabel;NO2_mean;PM25_mean;NO2_mean_lag0;NO2_mean_lag0_WeekStart;PM25_mean_lag0;PM25_mean_lag0_WeekStart;NO2_mean_lag1;NO2_mean_lag1_WeekStart;PM25_mean_lag1;PM25_mean_lag1_WeekStart;NO2_mean_lag2;NO2_mean_lag2_WeekStart;PM25_mean_lag2;PM25_mean_lag2_WeekStart;NO2_mean_lag3;NO2_mean_lag3_WeekStart;PM25_mean_lag3;PM25_mean_lag3_WeekStart;NO2_mean_lag4;NO2_mean_lag4_WeekStart;PM25_mean_lag4;PM25_mean_lag4_WeekStart
2016-03-07;2016;10;Industrial;338383;3.2212020107393102;0.9752262968293324;2016-03-07;31.833333333333336;31.833333333333332;31.833333333333336;2016-03-07;31.833333333333332;2016-03-07;26.83566252587992;2016-02-29;25.666666666666668;2016-02-29;30.020238095238096;2016-02-22;57.0;2016-02-22;34.33571428571428;2016-02-15;26.0;2016-02-15;34.346428571428575;2016-02-08;29.0;2016-02-08
2016-03-14;2016;11;Agricultural;60892;3.6129540826381135;1.149576299021218;2016-03-14;21.648214285714285;26.0;21.648214285714285;2016-03-14;26.0;2016-03-14;23.798214285714288;2016-03-07;31.142857142857142;2016-03-07;22.701569264069263;2016-02-29;22.428571428571427;2016-02-29;22.80595238095238;2016-02-22;31.0;2016-02-22;28.9375;2016-02-15;27.428571428571427;2016-02-15
2016-03-14;2016;11;Industrial;338383;3.6644866911162794;1.6253771613822208;2016-03-14;33.667857142857144;29.6;33.667857142857144;2016-03-14;29.6;2016-03-14;31.833333333333336;2016-03-07;31.833333333333332;2016-03-07;26.83566252587992;2016-02-29;25.666666666666668;2016-02-29;30.020238095238096;2016-02-22;57.0;2016-02-22;34.33571428571428;2016-02-15;26.0;2016-02-15
2016-03-21;2016;12;Agricultural;60892;3.4487288970636536;2.134927412467976;2016-03-21;19.755357142857143;28.857142857142858;19.755357142857143;2016-03-21;28.857142857142858;2016-03-21;21.648214285714285;2016-03-14;26.0;2016-03-14;23.798214285714288;2016-03-07;31.142857142857142;2016-03-07;22.701569264069263;2016-02-29;22.428571428571427;2016-02-29;22.80595238095238;2016-02-22;31.0;2016-02-22
2016-03-21;2016;12;Industrial;338383;3.487172818965492;1.6253771613822208;2016-03-21;26.842857142857145;30.857142857142858;26.842857142857145;2016-03-21;30.857142857142858;2016-03-21;33.667857142857144;2016-03-14;29.6;2016-03-14;31.833333333333336;2016-03-07;31.833333333333332;2016-03-07;26.83566252587992;2016-02-29;25.666666666666668;2016-02-29;30.020238095238096;2016-02-22;57.0;2016-02-22
2016-03-28;2016;13;Agricultural;60892;3.9414044537870327;0.9853511134467582;2016-03-28;21.560714285714287;30.714285714285715;21.560714285714287;2016-03-28;30.714285714285715;2016-03-28;19.755357142857143;2016-03-21;28.857142857142858;2016-03-21;21.648214285714285;2016-03-14;26.0;2016-03-14;23.798214285714288;2016-03-07;31.142857142857142;2016-03-07;22.701569264069263;2016-02-29;22.428571428571427;2016-02-29
2016-03-28;2016;13;Industrial;338383;3.516725130990623;1.1820924810052513;2016-03-28;25.826785714285712;30.714285714285715;25.826785714285712;2016-03-28;30.714285714285715;2016-03-28;26.842857142857145;2016-03-21;30.857142857142858;2016-03-21;33.667857142857144;2016-03-14;29.6;2016-03-14;31.833333333333336;2016-03-07;31.833333333333332;2016-03-07;26.83566252587992;2016-02-29;25.666666666666668;2016-02-29
2016-04-04;2016;14;Agricultural;60892;2.627602969191355;1.149576299021218;2016-04-04;16.89404761904762;33.857142857142854;16.89404761904762;2016-04-04;33.857142857142854;2016-04-04;21.560714285714287;2016-03-28;30.714285714285715;2016-03-28;19.755357142857143;2016-03-21;28.857142857142858;2016-03-21;21.648214285714285;2016-03-14;26.0;2016-03-14;23.798214285714288;2016-03-07;31.142857142857142;2016-03-07
2016-04-04;2016;14;Industrial;338383;2.9847835145382597;1.3889586651811705;2016-04-04;24.8745670995671;38.714285714285715;24.8745670995671;2016-04-04;38.714285714285715;2016-04-04;25.826785714285712;2016-03-28;30.714285714285715;2016-03-28;26.842857142857145;2016-03-21;30.857142857142858;2016-03-21;33.667857142857144;2016-03-14;29.6;2016-03-14;31.833333333333336;2016-03-07;31.833333333333332;2016-03-07
2016-04-11;2016;15;Agricultural;60892;2.627602969191355;0.6569007422978388;2016-04-11;16.883928571428573;14.285714285714286;16.883928571428573;2016-04-11;14.285714285714286;2016-04-11;16.89404761904762;2016-04-04;33.857142857142854;2016-04-04;21.560714285714287;2016-03-28;30.714285714285715;2016-03-28;19.755357142857143;2016-03-21;28.857142857142858;2016-03-21;21.648214285714285;2016-03-14;26.0;2016-03-14
2016-04-11;2016;15;Industrial;338383;3.2212020107393102;1.4185109772063016;2016-04-11;19.172619047619047;15.428571428571429;19.172619047619047;2016-04-11;15.428571428571429;2016-04-11;24.8745670995671;2016-04-04;38.714285714285715;2016-04-04;25.826785714285712;2016-03-28;30.714285714285715;2016-03-28;26.842857142857145;2016-03-21;30.857142857142858;2016-03-21;33.667857142857144;2016-03-14;29.6;2016-03-14
2016-04-18;2016;16;Agricultural;60892;2.299152598042436;1.4780266701701372;2016-04-18;14.817675983436853;15.6;14.817675983436853;2016-04-18;15.6;2016-04-18;16.883928571428573;2016-04-11;14.285714285714286;2016-04-11;16.89404761904762;2016-04-04;33.857142857142854;2016-04-04;21.560714285714287;2016-03-28;30.714285714285715;2016-03-28;19.755357142857143;2016-03-21;28.857142857142858;2016-03-21
2016-04-18;2016;16;Industrial;338383;3.398515882890098;1.1820924810052513;2016-04-18;22.14464285714286;16.0;22.14464285714286;2016-04-18;16.0;2016-04-18;19.172619047619047;2016-04-11;15.428571428571429;2016-04-11;24.8745670995671;2016-04-04;38.714285714285715;2016-04-04;25.826785714285712;2016-03-28;30.714285714285715;2016-03-28;26.842857142857145;2016-03-21;30.857142857142858;2016-03-21
2016-04-25;2016;17;Agricultural;60892;2.627602969191355;0.6569007422978388;2016-04-25;14.15;;14.15;2016-04-25;;2016-04-25;14.817675983436853;2016-04-18;15.6;2016-04-18;16.883928571428573;2016-04-11;14.285714285714286;2016-04-11;16.89404761904762;2016-04-04;33.857142857142854;2016-04-04;21.560714285714287;2016-03-28;30.714285714285715;2016-03-28
2016-04-25;2016;17;Industrial;338383;3.1325450746639163;1.0934355449298576;2016-04-25;15.894642857142857;11.25;15.894642857142857;2016-04-25;11.25;2016-04-25;22.14464285714286;2016-04-18;16.0;2016-04-18;19.172619047619047;2016-04-11;15.428571428571429;2016-04-11;24.8745670995671;2016-04-04;38.714285714285715;2016-04-04;25.826785714285712;2016-03-28;30.714285714285715;2016-03-28
2016-05-02;2016;18;Agricultural;60892;3.1202785259147343;1.4780266701701372;2016-05-02;19.45892857142857;14.2;19.45892857142857;2016-05-02;14.2;2016-05-02;14.15;2016-04-25;;2016-04-25;14.817675983436853;2016-04-18;15.6;2016-04-18;16.883928571428573;2016-04-11;14.285714285714286;2016-04-11;16.89404761904762;2016-04-04;33.857142857142854;2016-04-04
2016-05-02;2016;18;Industrial;338383;4.225980619593774;1.2116447930303829;2016-05-02;19.719616977225673;14.5;19.719616977225673;2016-05-02;14.5;2016-05-02;15.894642857142857;2016-04-25;11.25;2016-04-25;22.14464285714286;2016-04-18;16.0;2016-04-18;19.172619047619047;2016-04-11;15.428571428571429;2016-04-11;24.8745670995671;2016-04-04;38.714285714285715;2016-04-04
2016-05-09;2016;19;Agricultural;60892;2.9560533403402744;1.4780266701701372;2016-05-09;16.662608225108226;23.428571428571427;16.662608225108226;2016-05-09;23.428571428571427;2016-05-09;19.45892857142857;2016-05-02;14.2;2016-05-02;14.15;2016-04-25;;2016-04-25;14.817675983436853;2016-04-18;15.6;2016-04-18;16.883928571428573;2016-04-11;14.285714285714286;2016-04-11
